expid, time,best bid,best offer, type, balance, number of traders, profit per trader, type, balance, number of traders, profit per trader, best bid, best offer, 
76, 003000, 29, 112, PRSH, 4880, 6, 813.333333, ZIP, 3050, 4, 762.500000, 29, 112, 
77, 003000, 35, 36, PRSH, 1168, 6, 194.666667, ZIP, 7422, 4, 1855.500000, 35, 36, 
78, 003000, 36, 40, PRSH, 3668, 6, 611.333333, ZIP, 1912, 4, 478.000000, 36, 40, 
79, 003000, 37, 38, PRSH, 3653, 6, 608.833333, ZIP, 2007, 4, 501.750000, 37, 38, 
80, 003000, 32, 33, PRSH, 1202, 6, 200.333333, ZIP, 5648, 4, 1412.000000, 32, 33, 
81, 003000, 39, 177, PRSH, 1524, 6, 254.000000, ZIP, 5596, 4, 1399.000000, 39, 177, 
82, 003000, 39, 41, PRSH, 3120, 6, 520.000000, ZIP, 9820, 4, 2455.000000, 39, 41, 
83, 003000, 29, 252, PRSH, 4346, 6, 724.333333, ZIP, 6104, 4, 1526.000000, 29, 252, 
84, 003000, 40, 41, PRSH, 388, 6, 64.666667, ZIP, 182, 4, 45.500000, 40, 41, 
85, 003000, 30, 40, PRSH, 3108, 6, 518.000000, ZIP, 1822, 4, 455.500000, 30, 40, 
86, 003000, 17, 40, PRSH, 3230, 6, 538.333333, ZIP, 2190, 4, 547.500000, 17, 40, 
87, 003000, 33, 40, PRSH, 8809, 6, 1468.166667, ZIP, 2091, 4, 522.750000, 33, 40, 
88, 003000, 39, 50, PRSH, 1724, 6, 287.333333, ZIP, 1236, 4, 309.000000, 39, 50, 
89, 003000, 36, 46, PRSH, 1818, 6, 303.000000, ZIP, 1112, 4, 278.000000, 36, 46, 
90, 003000, 38, 40, PRSH, 2906, 6, 484.333333, ZIP, 4924, 4, 1231.000000, 38, 40, 
91, 003000, 40, 41, PRSH, 114, 6, 19.000000, ZIP, 4036, 4, 1009.000000, 40, 41, 
92, 003000, 32, 71, PRSH, 1066, 6, 177.666667, ZIP, 6094, 4, 1523.500000, 32, 71, 
93, 003000, 32, 35, PRSH, 3444, 6, 574.000000, ZIP, 3976, 4, 994.000000, 32, 35, 
94, 003000, 29, 50, PRSH, 1589, 6, 264.833333, ZIP, 3481, 4, 870.250000, 29, 50, 
95, 003000, 28, 44, PRSH, 4911, 6, 818.500000, ZIP, 939, 4, 234.750000, 28, 44, 
96, 003000, 39, 50, PRSH, 1934, 6, 322.333333, ZIP, 5736, 4, 1434.000000, 39, 50, 
97, 003000, 39, 46, PRSH, 583, 6, 97.166667, ZIP, 6867, 4, 1716.750000, 39, 46, 
98, 003000, 38, 41, PRSH, 2757, 6, 459.500000, ZIP, 7013, 4, 1753.250000, 38, 41, 
99, 003000, 23, 50, PRSH, 4872, 6, 812.000000, ZIP, 4968, 4, 1242.000000, 23, 50, 
100, 003000, 29, 31, PRSH, 5897, 4, 1474.250000, ZIP, 4453, 6, 742.166667, 29, 31, 
101, 003000, 29, 33, PRSH, 135, 4, 33.750000, ZIP, 125, 6, 20.833333, 29, 33, 
102, 003000, 29, 40, PRSH, 5486, 4, 1371.500000, ZIP, 5384, 6, 897.333333, 29, 40, 
103, 003000, 29, 30, PRSH, 2526, 4, 631.500000, ZIP, 6034, 6, 1005.666667, 29, 30, 
104, 003000, 33, 40, PRSH, 3852, 4, 963.000000, ZIP, 1688, 6, 281.333333, 33, 40, 
105, 003000, 37, 40, PRSH, 3076, 4, 769.000000, ZIP, 4854, 6, 809.000000, 37, 40, 
106, 003000, 39, 51, PRSH, 4416, 4, 1104.000000, ZIP, 6334, 6, 1055.666667, 39, 51, 
107, 003000, 29, 30, PRSH, 9, 4, 2.250000, ZIP, 371, 6, 61.833333, 29, 30, 
108, 003000, 29, 32, PRSH, 2327, 4, 581.750000, ZIP, 5463, 6, 910.500000, 29, 32, 
109, 003000, 35, 36, PRSH, 1738, 4, 434.500000, ZIP, 6102, 6, 1017.000000, 35, 36, 
110, 003000, 39, 40, PRSH, 2223, 4, 555.750000, ZIP, 4847, 6, 807.833333, 39, 40, 
111, 003000, 38, 52, PRSH, 3881, 4, 970.250000, ZIP, 5909, 6, 984.833333, 38, 52, 
112, 003000, 30, 31, PRSH, 5255, 4, 1313.750000, ZIP, 2185, 6, 364.166667, 30, 31, 
113, 003000, 20, 21, PRSH, 82, 4, 20.500000, ZIP, 458, 6, 76.333333, 20, 21, 
114, 003000, 29, 38, PRSH, 3915, 4, 978.750000, ZIP, 5775, 6, 962.500000, 29, 38, 
115, 003000, 20, 21, PRSH, 1774, 4, 443.500000, ZIP, 4266, 6, 711.000000, 20, 21, 
116, 003000, 27, 29, PRSH, 935, 4, 233.750000, ZIP, 5995, 6, 999.166667, 27, 29, 
117, 003000, 39, 41, PRSH, 3230, 4, 807.500000, ZIP, 1870, 6, 311.666667, 39, 41, 
118, 003000, 21, 22, PRSH, 4954, 4, 1238.500000, ZIP, 2296, 6, 382.666667, 21, 22, 
119, 003000, 29, 32, PRSH, 1779, 4, 444.750000, ZIP, 3201, 6, 533.500000, 29, 32, 
120, 003000, 39, 41, PRSH, 2532, 4, 633.000000, ZIP, 5618, 6, 936.333333, 39, 41, 
121, 003000, 28, 39, PRSH, 5272, 4, 1318.000000, ZIP, 2128, 6, 354.666667, 28, 39, 
122, 003000, 30, 31, PRSH, 103, 4, 25.750000, ZIP, 227, 6, 37.833333, 30, 31, 
123, 003000, 36, 37, PRSH, 1389, 4, 347.250000, ZIP, 7021, 6, 1170.166667, 36, 37, 
124, 003000, 34, 35, PRSH, 1787, 4, 446.750000, ZIP, 6233, 6, 1038.833333, 34, 35, 
125, 003000, 37, 39, PRSH, 2698, 4, 674.500000, ZIP, 5382, 6, 897.000000, 37, 39, 
126, 003000, 29, 40, PRSH, 1173, 4, 293.250000, ZIP, 8767, 6, 1461.166667, 29, 40, 
127, 003000, 34, 35, PRSH, 3246, 4, 811.500000, ZIP, 3694, 6, 615.666667, 34, 35, 
128, 003000, 31, 32, PRSH, 5338, 4, 1334.500000, ZIP, 4832, 6, 805.333333, 31, 32, 
129, 003000, 26, 30, PRSH, 4857, 4, 1214.250000, ZIP, 4673, 6, 778.833333, 26, 30, 
130, 003000, 26, 40, PRSH, 2224, 4, 556.000000, ZIP, 2836, 6, 472.666667, 26, 40, 
131, 003000, 34, 35, PRSH, 14, 4, 3.500000, ZIP, 326, 6, 54.333333, 34, 35, 
132, 003000, 29, 40, PRSH, 2768, 4, 692.000000, ZIP, 4122, 6, 687.000000, 29, 40, 
133, 003000, 29, 30, PRSH, 8878, 4, 2219.500000, ZIP, 6112, 6, 1018.666667, 29, 30, 
134, 003000, 30, 31, PRSH, 5261, 4, 1315.250000, ZIP, 3529, 6, 588.166667, 30, 31, 
135, 003000, 32, 33, PRSH, 1726, 4, 431.500000, ZIP, 5154, 6, 859.000000, 32, 33, 
136, 003000, 29, 43, PRSH, 5775, 4, 1443.750000, ZIP, 9395, 6, 1565.833333, 29, 43, 
137, 003000, 27, 28, PRSH, 3699, 4, 924.750000, ZIP, 3681, 6, 613.500000, 27, 28, 
138, 003000, 29, 50, PRSH, 3499, 4, 874.750000, ZIP, 6081, 6, 1013.500000, 29, 50, 
139, 003000, 39, 40, PRSH, 2956, 4, 739.000000, ZIP, 5284, 6, 880.666667, 39, 40, 
140, 003000, 28, 41, PRSH, 3175, 4, 793.750000, ZIP, 2135, 6, 355.833333, 28, 41, 
141, 003000, 37, 39, PRSH, 1480, 4, 370.000000, ZIP, 3120, 6, 520.000000, 37, 39, 
142, 003000, 30, 40, PRSH, 10151, 4, 2537.750000, ZIP, 4279, 6, 713.166667, 30, 40, 
143, 003000, 31, 32, PRSH, 2504, 4, 626.000000, ZIP, 5086, 6, 847.666667, 31, 32, 
144, 003000, 23, 30, PRSH, 2051, 4, 512.750000, ZIP, 2629, 6, 438.166667, 23, 30, 
145, 003000, 27, 29, PRSH, 5548, 4, 1387.000000, ZIP, 4742, 6, 790.333333, 27, 29, 
146, 003000, 34, 36, PRSH, 4757, 4, 1189.250000, ZIP, 4403, 6, 733.833333, 34, 36, 
147, 003000, 28, 30, PRSH, 5660, 4, 1415.000000, ZIP, 4010, 6, 668.333333, 28, 30, 
148, 003000, 30, 40, PRSH, 4348, 4, 1087.000000, ZIP, 8292, 6, 1382.000000, 30, 40, 
149, 003000, 24, 30, PRSH, 3954, 4, 988.500000, ZIP, 5276, 6, 879.333333, 24, 30, 
150, 003000, 25, 28, PRSH, 202, 2, 101.000000, ZIP, 188, 8, 23.500000, 25, 28, 
151, 003000, 26, 28, PRSH, 117, 2, 58.500000, ZIP, 263, 8, 32.875000, 26, 28, 
152, 003000, 28, 30, PRSH, 1471, 2, 735.500000, ZIP, 7369, 8, 921.125000, 28, 30, 
153, 003000, 29, 30, PRSH, 3316, 2, 1658.000000, ZIP, 3534, 8, 441.750000, 29, 30, 
154, 003000, 12, 30, PRSH, 396, 2, 198.000000, ZIP, 1084, 8, 135.500000, 12, 30, 
155, 003000, 28, 29, PRSH, 272, 2, 136.000000, ZIP, 4328, 8, 541.000000, 28, 29, 
156, 003000, 26, 27, PRSH, 4, 2, 2.000000, ZIP, 316, 8, 39.500000, 26, 27, 
157, 003000, 30, 32, PRSH, 557, 2, 278.500000, ZIP, 353, 8, 44.125000, 30, 32, 
158, 003000, 31, 32, PRSH, 2575, 2, 1287.500000, ZIP, 3455, 8, 431.875000, 31, 32, 
159, 003000, 25, 26, PRSH, 9, 2, 4.500000, ZIP, 641, 8, 80.125000, 25, 26, 
160, 003000, 33, 34, PRSH, 1891, 2, 945.500000, ZIP, 5729, 8, 716.125000, 33, 34, 
161, 003000, 28, 29, PRSH, 1006, 2, 503.000000, ZIP, 2454, 8, 306.750000, 28, 29, 
162, 003000, 28, 29, PRSH, 5711, 2, 2855.500000, ZIP, 3339, 8, 417.375000, 28, 29, 
163, 003000, 30, 32, PRSH, 5277, 2, 2638.500000, ZIP, 1943, 8, 242.875000, 30, 32, 
164, 003000, 27, 28, PRSH, 1511, 2, 755.500000, ZIP, 8659, 8, 1082.375000, 27, 28, 
165, 003000, 17, 28, PRSH, 1583, 2, 791.500000, ZIP, 4097, 8, 512.125000, 17, 28, 
166, 003000, 29, 30, PRSH, 0, 2, 0.000000, ZIP, 280, 8, 35.000000, 29, 30, 
167, 003000, 26, 27, PRSH, 6190, 2, 3095.000000, ZIP, 4130, 8, 516.250000, 26, 27, 
168, 003000, 23, 27, PRSH, 9019, 2, 4509.500000, ZIP, 2861, 8, 357.625000, 23, 27, 
169, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 460, 8, 57.500000, 25, 26, 
170, 003000, 20, 23, PRSH, 8170, 2, 4085.000000, ZIP, 2190, 8, 273.750000, 20, 23, 
171, 003000, 29, 30, PRSH, 3025, 2, 1512.500000, ZIP, 3555, 8, 444.375000, 29, 30, 
172, 003000, 29, 30, PRSH, 0, 2, 0.000000, ZIP, 310, 8, 38.750000, 29, 30, 
173, 003000, 24, 26, PRSH, 3576, 2, 1788.000000, ZIP, 3794, 8, 474.250000, 24, 26, 
174, 003000, 29, 31, PRSH, 252, 2, 126.000000, ZIP, 608, 8, 76.000000, 29, 31, 
175, 003000, 10, 20, PRSH, 668, 2, 334.000000, ZIP, 1462, 8, 182.750000, 10, 20, 
176, 003000, 23, 25, PRSH, 7055, 2, 3527.500000, ZIP, 4145, 8, 518.125000, 23, 25, 
177, 003000, 21, 22, PRSH, 9, 2, 4.500000, ZIP, 281, 8, 35.125000, 21, 22, 
178, 003000, 29, 30, PRSH, 3022, 2, 1511.000000, ZIP, 3518, 8, 439.750000, 29, 30, 
179, 003000, 24, 25, PRSH, 0, 2, 0.000000, ZIP, 260, 8, 32.500000, 24, 25, 
180, 003000, 29, 31, PRSH, 2008, 2, 1004.000000, ZIP, 6542, 8, 817.750000, 29, 31, 
181, 003000, 29, 30, PRSH, 2496, 2, 1248.000000, ZIP, 5674, 8, 709.250000, 29, 30, 
182, 003000, 30, 32, PRSH, 390, 2, 195.000000, ZIP, 1450, 8, 181.250000, 30, 32, 
183, 003000, 23, 24, PRSH, 3979, 2, 1989.500000, ZIP, 4231, 8, 528.875000, 23, 24, 
184, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 390, 8, 48.750000, 25, 26, 
185, 003000, 33, 35, PRSH, 4640, 2, 2320.000000, ZIP, 4190, 8, 523.750000, 33, 35, 
186, 003000, 29, 30, PRSH, 5702, 2, 2851.000000, ZIP, 3128, 8, 391.000000, 29, 30, 
187, 003000, 31, 33, PRSH, 5637, 2, 2818.500000, ZIP, 1993, 8, 249.125000, 31, 33, 
188, 003000, 26, 27, PRSH, 3609, 2, 1804.500000, ZIP, 3801, 8, 475.125000, 26, 27, 
189, 003000, 23, 26, PRSH, 168, 2, 84.000000, ZIP, 482, 8, 60.250000, 23, 26, 
190, 003000, 27, 28, PRSH, 421, 2, 210.500000, ZIP, 4009, 8, 501.125000, 27, 28, 
191, 003000, 26, 27, PRSH, 0, 2, 0.000000, ZIP, 260, 8, 32.500000, 26, 27, 
192, 003000, 31, 32, PRSH, 5574, 2, 2787.000000, ZIP, 3886, 8, 485.750000, 31, 32, 
193, 003000, 25, 40, PRSH, 4166, 2, 2083.000000, ZIP, 6514, 8, 814.250000, 25, 40, 
194, 003000, 21, 30, PRSH, 8722, 2, 4361.000000, ZIP, 2188, 8, 273.500000, 21, 30, 
195, 003000, 26, 29, PRSH, 1373, 2, 686.500000, ZIP, 8427, 8, 1053.375000, 26, 29, 
196, 003000, 28, 29, PRSH, 253, 2, 126.500000, ZIP, 4067, 8, 508.375000, 28, 29, 
197, 003000, 29, 30, PRSH, 2949, 2, 1474.500000, ZIP, 3371, 8, 421.375000, 29, 30, 
198, 003000, 26, 27, PRSH, 799, 2, 399.500000, ZIP, 4931, 8, 616.375000, 26, 27, 
199, 003000, 23, 24, PRSH, 0, 2, 0.000000, ZIP, 440, 8, 55.000000, 23, 24, 
