expid, time,best bid,best offer, type, balance, number of traders, profit per trader, type, balance, number of traders, profit per trader, best bid, best offer, 
28, 003000, 45, 340, PRSH, 1410, 8, 176.250000, ZIP, 8950, 2, 4475.000000, 45, 340, 
29, 003000, 32, 131, PRSH, 1070, 8, 133.750000, ZIP, 0, 2, 0.000000, 32, 131, 
30, 003000, 29, 129, PRSH, 1923, 8, 240.375000, ZIP, 8437, 2, 4218.500000, 29, 129, 
31, 003000, 39, 229, PRSH, 868, 8, 108.500000, ZIP, 8782, 2, 4391.000000, 39, 229, 
32, 003000, 29, 43, PRSH, 1647, 8, 205.875000, ZIP, 1133, 2, 566.500000, 29, 43, 
33, 003000, 39, 41, PRSH, 505, 8, 63.125000, ZIP, 515, 2, 257.500000, 39, 41, 
34, 003000, 30, 63, PRSH, 1829, 8, 228.625000, ZIP, 1391, 2, 695.500000, 30, 63, 
35, 003000, 37, 288, PRSH, 1750, 8, 218.750000, ZIP, 1220, 2, 610.000000, 37, 288, 
36, 003000, 38, 41, PRSH, 527, 8, 65.875000, ZIP, 363, 2, 181.500000, 38, 41, 
37, 003000, 35, 45, PRSH, 11734, 8, 1466.750000, ZIP, 746, 2, 373.000000, 35, 45, 
38, 003000, 39, 219, PRSH, 409, 8, 51.125000, ZIP, 1371, 2, 685.500000, 39, 219, 
39, 003000, 40, 245, PRSH, 995, 8, 124.375000, ZIP, 1695, 2, 847.500000, 40, 245, 
40, 003000, 19, 211, PRSH, 3450, 8, 431.250000, ZIP, 1060, 2, 530.000000, 19, 211, 
41, 003000, 41, 42, PRSH, 424, 8, 53.000000, ZIP, 746, 2, 373.000000, 41, 42, 
42, 003000, 40, 42, PRSH, 479, 8, 59.875000, ZIP, 521, 2, 260.500000, 40, 42, 
43, 003000, 29, 139, PRSH, 2274, 8, 284.250000, ZIP, 8246, 2, 4123.000000, 29, 139, 
44, 003000, 25, 108, PRSH, 1817, 8, 227.125000, ZIP, 883, 2, 441.500000, 25, 108, 
45, 003000, 39, 229, PRSH, 1564, 8, 195.500000, ZIP, 1486, 2, 743.000000, 39, 229, 
46, 003000, 41, 43, PRSH, 259, 8, 32.375000, ZIP, 2541, 2, 1270.500000, 41, 43, 
47, 003000, 38, 45, PRSH, 1235, 8, 154.375000, ZIP, 8475, 2, 4237.500000, 38, 45, 
48, 003000, 49, 148, PRSH, 803, 8, 100.375000, ZIP, 1197, 2, 598.500000, 49, 148, 
49, 003000, 40, 41, PRSH, 5888, 8, 736.000000, ZIP, 4042, 2, 2021.000000, 40, 41, 
50, 003000, 38, 41, PRSH, 3435, 6, 572.500000, ZIP, 5575, 4, 1393.750000, 38, 41, 
51, 003000, 29, 146, PRSH, 3077, 6, 512.833333, ZIP, 5723, 4, 1430.750000, 29, 146, 
52, 003000, 40, 42, PRSH, 115, 6, 19.166667, ZIP, 485, 4, 121.250000, 40, 42, 
53, 003000, 29, 102, PRSH, 3345, 6, 557.500000, ZIP, 2115, 4, 528.750000, 29, 102, 
54, 003000, 32, 49, PRSH, 1140, 6, 190.000000, ZIP, 3250, 4, 812.500000, 32, 49, 
55, 003000, 29, 113, PRSH, 4165, 6, 694.166667, ZIP, 11325, 4, 2831.250000, 29, 113, 
56, 003000, 39, 40, PRSH, 519, 6, 86.500000, ZIP, 401, 4, 100.250000, 39, 40, 
57, 003000, 34, 45, PRSH, 2236, 6, 372.666667, ZIP, 3384, 4, 846.000000, 34, 45, 
58, 003000, 29, 38, PRSH, 1047, 6, 174.500000, ZIP, 773, 4, 193.250000, 29, 38, 
59, 003000, 23, 85, PRSH, 1222, 6, 203.666667, ZIP, 7938, 4, 1984.500000, 23, 85, 
60, 003000, 31, 50, PRSH, 4556, 6, 759.333333, ZIP, 4644, 4, 1161.000000, 31, 50, 
61, 003000, 39, 41, PRSH, 3084, 6, 514.000000, ZIP, 1756, 4, 439.000000, 39, 41, 
62, 003000, 40, 44, PRSH, 4108, 6, 684.666667, ZIP, 652, 4, 163.000000, 40, 44, 
63, 003000, 44, 307, PRSH, 4314, 6, 719.000000, ZIP, 3436, 4, 859.000000, 44, 307, 
64, 003000, 39, 40, PRSH, 204, 6, 34.000000, ZIP, 5106, 4, 1276.500000, 39, 40, 
65, 003000, 29, 31, PRSH, 2102, 6, 350.333333, ZIP, 3438, 4, 859.500000, 29, 31, 
66, 003000, 46, 50, PRSH, 3030, 6, 505.000000, ZIP, 2920, 4, 730.000000, 46, 50, 
67, 003000, 37, 50, PRSH, 3019, 6, 503.166667, ZIP, 4011, 4, 1002.750000, 37, 50, 
68, 003000, 28, 50, PRSH, 5912, 6, 985.333333, ZIP, 2668, 4, 667.000000, 28, 50, 
69, 003000, 39, 49, PRSH, 1018, 6, 169.666667, ZIP, 1572, 4, 393.000000, 39, 49, 
70, 003000, 39, 43, PRSH, 1956, 6, 326.000000, ZIP, 5344, 4, 1336.000000, 39, 43, 
71, 003000, 25, 41, PRSH, 4972, 6, 828.666667, ZIP, 1958, 4, 489.500000, 25, 41, 
72, 003000, 44, 50, PRSH, 2495, 6, 415.833333, ZIP, 2875, 4, 718.750000, 44, 50, 
73, 003000, 20, 209, PRSH, 1947, 6, 324.500000, ZIP, 4933, 4, 1233.250000, 20, 209, 
74, 003000, 37, 41, PRSH, 607, 6, 101.166667, ZIP, 1513, 4, 378.250000, 37, 41, 
75, 003000, 37, 42, PRSH, 4090, 6, 681.666667, ZIP, 1750, 4, 437.500000, 37, 42, 
76, 003000, 28, 39, PRSH, 4229, 6, 704.833333, ZIP, 2241, 4, 560.250000, 28, 39, 
77, 003000, 38, 148, PRSH, 4888, 6, 814.666667, ZIP, 4082, 4, 1020.500000, 38, 148, 
78, 003000, 29, 32, PRSH, 3770, 6, 628.333333, ZIP, 11370, 4, 2842.500000, 29, 32, 
79, 003000, 39, 40, PRSH, 140, 6, 23.333333, ZIP, 3720, 4, 930.000000, 39, 40, 
80, 003000, 34, 36, PRSH, 25, 6, 4.166667, ZIP, 715, 4, 178.750000, 34, 36, 
81, 003000, 32, 40, PRSH, 3054, 6, 509.000000, ZIP, 9896, 4, 2474.000000, 32, 40, 
82, 003000, 40, 41, PRSH, 1553, 6, 258.833333, ZIP, 7887, 4, 1971.750000, 40, 41, 
83, 003000, 40, 298, PRSH, 2746, 6, 457.666667, ZIP, 2184, 4, 546.000000, 40, 298, 
84, 003000, 35, 36, PRSH, 1601, 6, 266.833333, ZIP, 8819, 4, 2204.750000, 35, 36, 
85, 003000, 30, 31, PRSH, 4437, 6, 739.500000, ZIP, 4613, 4, 1153.250000, 30, 31, 
86, 003000, 39, 49, PRSH, 702, 6, 117.000000, ZIP, 6848, 4, 1712.000000, 39, 49, 
87, 003000, 27, 34, PRSH, 133, 6, 22.166667, ZIP, 987, 4, 246.750000, 27, 34, 
88, 003000, 36, 232, PRSH, 3431, 6, 571.833333, ZIP, 10749, 4, 2687.250000, 36, 232, 
89, 003000, 39, 50, PRSH, 133, 6, 22.166667, ZIP, 9137, 4, 2284.250000, 39, 50, 
90, 003000, 31, 40, PRSH, 193, 6, 32.166667, ZIP, 87, 4, 21.750000, 31, 40, 
91, 003000, 40, 50, PRSH, 728, 6, 121.333333, ZIP, 4652, 4, 1163.000000, 40, 50, 
92, 003000, 39, 42, PRSH, 2840, 6, 473.333333, ZIP, 3510, 4, 877.500000, 39, 42, 
93, 003000, 36, 40, PRSH, 4071, 6, 678.500000, ZIP, 3679, 4, 919.750000, 36, 40, 
94, 003000, 39, 41, PRSH, 682, 6, 113.666667, ZIP, 1548, 4, 387.000000, 39, 41, 
95, 003000, 39, 40, PRSH, 533, 6, 88.833333, ZIP, 2047, 4, 511.750000, 39, 40, 
96, 003000, 30, 31, PRSH, 1969, 6, 328.166667, ZIP, 6301, 4, 1575.250000, 30, 31, 
97, 003000, 29, 48, PRSH, 1480, 6, 246.666667, ZIP, 4620, 4, 1155.000000, 29, 48, 
98, 003000, 40, 50, PRSH, 1640, 6, 273.333333, ZIP, 3140, 4, 785.000000, 40, 50, 
99, 003000, 38, 51, PRSH, 2856, 6, 476.000000, ZIP, 5484, 4, 1371.000000, 38, 51, 
100, 003000, 31, 32, PRSH, 104, 4, 26.000000, ZIP, 756, 6, 126.000000, 31, 32, 
101, 003000, 30, 31, PRSH, 5536, 4, 1384.000000, ZIP, 3514, 6, 585.666667, 30, 31, 
102, 003000, 33, 34, PRSH, 4139, 4, 1034.750000, ZIP, 4741, 6, 790.166667, 33, 34, 
103, 003000, 30, 32, PRSH, 500, 4, 125.000000, ZIP, 540, 6, 90.000000, 30, 32, 
104, 003000, 33, 34, PRSH, 1383, 4, 345.750000, ZIP, 5337, 6, 889.500000, 33, 34, 
105, 003000, 24, 25, PRSH, 1159, 4, 289.750000, ZIP, 4431, 6, 738.500000, 24, 25, 
106, 003000, 23, 28, PRSH, 99, 4, 24.750000, ZIP, 361, 6, 60.166667, 23, 28, 
107, 003000, 29, 30, PRSH, 651, 4, 162.750000, ZIP, 5089, 6, 848.166667, 29, 30, 
108, 003000, 29, 50, PRSH, 1320, 4, 330.000000, ZIP, 6060, 6, 1010.000000, 29, 50, 
109, 003000, 35, 41, PRSH, 3912, 4, 978.000000, ZIP, 4098, 6, 683.000000, 35, 41, 
110, 003000, 39, 41, PRSH, 544, 4, 136.000000, ZIP, 5936, 6, 989.333333, 39, 41, 
111, 003000, 31, 32, PRSH, 2061, 4, 515.250000, ZIP, 4769, 6, 794.833333, 31, 32, 
112, 003000, 35, 40, PRSH, 385, 4, 96.250000, ZIP, 2435, 6, 405.833333, 35, 40, 
113, 003000, 29, 32, PRSH, 2064, 4, 516.000000, ZIP, 3146, 6, 524.333333, 29, 32, 
114, 003000, 29, 35, PRSH, 2425, 4, 606.250000, ZIP, 4415, 6, 735.833333, 29, 35, 
115, 003000, 35, 40, PRSH, 500, 4, 125.000000, ZIP, 1930, 6, 321.666667, 35, 40, 
116, 003000, 34, 35, PRSH, 4015, 4, 1003.750000, ZIP, 4465, 6, 744.166667, 34, 35, 
117, 003000, 31, 32, PRSH, 2235, 4, 558.750000, ZIP, 3525, 6, 587.500000, 31, 32, 
118, 003000, 22, 23, PRSH, 0, 4, 0.000000, ZIP, 1390, 6, 231.666667, 22, 23, 
119, 003000, 31, 40, PRSH, 5329, 4, 1332.250000, ZIP, 2091, 6, 348.500000, 31, 40, 
120, 003000, 29, 30, PRSH, 2493, 4, 623.250000, ZIP, 3567, 6, 594.500000, 29, 30, 
121, 003000, 30, 34, PRSH, 58, 4, 14.500000, ZIP, 282, 6, 47.000000, 30, 34, 
122, 003000, 34, 40, PRSH, 1732, 4, 433.000000, ZIP, 2558, 6, 426.333333, 34, 40, 
123, 003000, 32, 37, PRSH, 58, 4, 14.500000, ZIP, 322, 6, 53.666667, 32, 37, 
124, 003000, 18, 39, PRSH, 4127, 4, 1031.750000, ZIP, 5853, 6, 975.500000, 18, 39, 
125, 003000, 17, 50, PRSH, 3894, 4, 973.500000, ZIP, 4136, 6, 689.333333, 17, 50, 
126, 003000, 30, 31, PRSH, 1441, 4, 360.250000, ZIP, 8249, 6, 1374.833333, 30, 31, 
127, 003000, 29, 37, PRSH, 4156, 4, 1039.000000, ZIP, 4054, 6, 675.666667, 29, 37, 
128, 003000, 22, 24, PRSH, 5523, 4, 1380.750000, ZIP, 4737, 6, 789.500000, 22, 24, 
129, 003000, 28, 31, PRSH, 8701, 4, 2175.250000, ZIP, 2839, 6, 473.166667, 28, 31, 
130, 003000, 32, 38, PRSH, 3402, 4, 850.500000, ZIP, 3518, 6, 586.333333, 32, 38, 
131, 003000, 29, 30, PRSH, 5741, 4, 1435.250000, ZIP, 3009, 6, 501.500000, 29, 30, 
132, 003000, 32, 33, PRSH, 1627, 4, 406.750000, ZIP, 5633, 6, 938.833333, 32, 33, 
133, 003000, 29, 51, PRSH, 4243, 4, 1060.750000, ZIP, 8397, 6, 1399.500000, 29, 51, 
134, 003000, 39, 42, PRSH, 3447, 4, 861.750000, ZIP, 6153, 6, 1025.500000, 39, 42, 
135, 003000, 29, 30, PRSH, 5417, 4, 1354.250000, ZIP, 3643, 6, 607.166667, 29, 30, 
136, 003000, 32, 33, PRSH, 1754, 4, 438.500000, ZIP, 6166, 6, 1027.666667, 32, 33, 
137, 003000, 29, 30, PRSH, 5460, 4, 1365.000000, ZIP, 3780, 6, 630.000000, 29, 30, 
138, 003000, 39, 43, PRSH, 3272, 4, 818.000000, ZIP, 1898, 6, 316.333333, 39, 43, 
139, 003000, 29, 30, PRSH, 6, 4, 1.500000, ZIP, 2104, 6, 350.666667, 29, 30, 
140, 003000, 28, 40, PRSH, 2872, 4, 718.000000, ZIP, 4508, 6, 751.333333, 28, 40, 
141, 003000, 38, 40, PRSH, 1146, 4, 286.500000, ZIP, 2194, 6, 365.666667, 38, 40, 
142, 003000, 28, 32, PRSH, 5461, 4, 1365.250000, ZIP, 2159, 6, 359.833333, 28, 32, 
143, 003000, 18, 30, PRSH, 4195, 4, 1048.750000, ZIP, 8525, 6, 1420.833333, 18, 30, 
144, 003000, 37, 38, PRSH, 974, 4, 243.500000, ZIP, 6186, 6, 1031.000000, 37, 38, 
145, 003000, 37, 38, PRSH, 1254, 4, 313.500000, ZIP, 5846, 6, 974.333333, 37, 38, 
146, 003000, 28, 40, PRSH, 3908, 4, 977.000000, ZIP, 2282, 6, 380.333333, 28, 40, 
147, 003000, 29, 31, PRSH, 134, 4, 33.500000, ZIP, 2046, 6, 341.000000, 29, 31, 
148, 003000, 30, 32, PRSH, 155, 4, 38.750000, ZIP, 925, 6, 154.166667, 30, 32, 
149, 003000, 29, 30, PRSH, 5719, 4, 1429.750000, ZIP, 3151, 6, 525.166667, 29, 30, 
150, 003000, 32, 33, PRSH, 8, 2, 4.000000, ZIP, 472, 8, 59.000000, 32, 33, 
151, 003000, 28, 29, PRSH, 265, 2, 132.500000, ZIP, 3985, 8, 498.125000, 28, 29, 
152, 003000, 25, 30, PRSH, 4787, 2, 2393.500000, ZIP, 8213, 8, 1026.625000, 25, 30, 
153, 003000, 26, 29, PRSH, 24, 2, 12.000000, ZIP, 446, 8, 55.750000, 26, 29, 
154, 003000, 21, 22, PRSH, 0, 2, 0.000000, ZIP, 510, 8, 63.750000, 21, 22, 
155, 003000, 29, 36, PRSH, 2485, 2, 1242.500000, ZIP, 5955, 8, 744.375000, 29, 36, 
156, 003000, 29, 30, PRSH, 2830, 2, 1415.000000, ZIP, 4920, 8, 615.000000, 29, 30, 
157, 003000, 29, 30, PRSH, 2558, 2, 1279.000000, ZIP, 3722, 8, 465.250000, 29, 30, 
158, 003000, 22, 23, PRSH, 4706, 2, 2353.000000, ZIP, 3344, 8, 418.000000, 22, 23, 
159, 003000, 17, 21, PRSH, 6422, 2, 3211.000000, ZIP, 3108, 8, 388.500000, 17, 21, 
160, 003000, 30, 31, PRSH, 36, 2, 18.000000, ZIP, 1194, 8, 149.250000, 30, 31, 
161, 003000, 30, 32, PRSH, 6817, 2, 3408.500000, ZIP, 3013, 8, 376.625000, 30, 32, 
162, 003000, 21, 28, PRSH, 6304, 2, 3152.000000, ZIP, 4566, 8, 570.750000, 21, 28, 
163, 003000, 28, 29, PRSH, 3077, 2, 1538.500000, ZIP, 4303, 8, 537.875000, 28, 29, 
164, 003000, 27, 40, PRSH, 4203, 2, 2101.500000, ZIP, 6167, 8, 770.875000, 27, 40, 
165, 003000, 24, 25, PRSH, 0, 2, 0.000000, ZIP, 430, 8, 53.750000, 24, 25, 
166, 003000, 18, 22, PRSH, 9396, 2, 4698.000000, ZIP, 3454, 8, 431.750000, 18, 22, 
167, 003000, 29, 30, PRSH, 0, 2, 0.000000, ZIP, 260, 8, 32.500000, 29, 30, 
168, 003000, 32, 33, PRSH, 1951, 2, 975.500000, ZIP, 6849, 8, 856.125000, 32, 33, 
169, 003000, 30, 33, PRSH, 43, 2, 21.500000, ZIP, 327, 8, 40.875000, 30, 33, 
170, 003000, 30, 31, PRSH, 2326, 2, 1163.000000, ZIP, 6504, 8, 813.000000, 30, 31, 
171, 003000, 26, 28, PRSH, 7, 2, 3.500000, ZIP, 633, 8, 79.125000, 26, 28, 
172, 003000, 19, 26, PRSH, 7030, 2, 3515.000000, ZIP, 2190, 8, 273.750000, 19, 26, 
173, 003000, 27, 28, PRSH, 0, 2, 0.000000, ZIP, 320, 8, 40.000000, 27, 28, 
174, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 630, 8, 78.750000, 25, 26, 
175, 003000, 28, 29, PRSH, 3279, 2, 1639.500000, ZIP, 4301, 8, 537.625000, 28, 29, 
176, 003000, 21, 22, PRSH, 3, 2, 1.500000, ZIP, 377, 8, 47.125000, 21, 22, 
177, 003000, 27, 28, PRSH, 0, 2, 0.000000, ZIP, 350, 8, 43.750000, 27, 28, 
178, 003000, 34, 36, PRSH, 1877, 2, 938.500000, ZIP, 3413, 8, 426.625000, 34, 36, 
179, 003000, 25, 27, PRSH, 1456, 2, 728.000000, ZIP, 8184, 8, 1023.000000, 25, 27, 
180, 003000, 32, 33, PRSH, 2154, 2, 1077.000000, ZIP, 7216, 8, 902.000000, 32, 33, 
181, 003000, 21, 22, PRSH, 0, 2, 0.000000, ZIP, 580, 8, 72.500000, 21, 22, 
182, 003000, 29, 31, PRSH, 2123, 2, 1061.500000, ZIP, 6257, 8, 782.125000, 29, 31, 
183, 003000, 31, 33, PRSH, 24, 2, 12.000000, ZIP, 306, 8, 38.250000, 31, 33, 
184, 003000, 29, 30, PRSH, 2, 2, 1.000000, ZIP, 218, 8, 27.250000, 29, 30, 
185, 003000, 28, 31, PRSH, 4048, 2, 2024.000000, ZIP, 7582, 8, 947.750000, 28, 31, 
186, 003000, 23, 30, PRSH, 6866, 2, 3433.000000, ZIP, 4044, 8, 505.500000, 23, 30, 
187, 003000, 14, 30, PRSH, 6630, 2, 3315.000000, ZIP, 3520, 8, 440.000000, 14, 30, 
188, 003000, 22, 28, PRSH, 6954, 2, 3477.000000, ZIP, 3806, 8, 475.750000, 22, 28, 
189, 003000, 33, 34, PRSH, 5094, 2, 2547.000000, ZIP, 5446, 8, 680.750000, 33, 34, 
190, 003000, 33, 34, PRSH, 2098, 2, 1049.000000, ZIP, 7442, 8, 930.250000, 33, 34, 
191, 003000, 28, 30, PRSH, 4424, 2, 2212.000000, ZIP, 6706, 8, 838.250000, 28, 30, 
192, 003000, 31, 32, PRSH, 12, 2, 6.000000, ZIP, 388, 8, 48.500000, 31, 32, 
193, 003000, 20, 22, PRSH, 1860, 2, 930.000000, ZIP, 4430, 8, 553.750000, 20, 22, 
194, 003000, 29, 30, PRSH, 10, 2, 5.000000, ZIP, 380, 8, 47.500000, 29, 30, 
195, 003000, 26, 27, PRSH, 3482, 2, 1741.000000, ZIP, 3738, 8, 467.250000, 26, 27, 
196, 003000, 28, 29, PRSH, 2806, 2, 1403.000000, ZIP, 5524, 8, 690.500000, 28, 29, 
197, 003000, 30, 31, PRSH, 1411, 2, 705.500000, ZIP, 6789, 8, 848.625000, 30, 31, 
198, 003000, 18, 20, PRSH, 9290, 2, 4645.000000, ZIP, 2840, 8, 355.000000, 18, 20, 
199, 003000, 34, 37, PRSH, 8159, 2, 4079.500000, ZIP, 2221, 8, 277.625000, 34, 37, 
