expid, time,best bid,best offer, type, balance, number of traders, profit per trader, type, balance, number of traders, profit per trader, best bid, best offer, 
49, 003000, 40, 219, PRSH, 1832, 8, 229.000000, ZIP, 8848, 2, 4424.000000, 40, 219, 
50, 003000, 38, 252, PRSH, 4136, 6, 689.333333, ZIP, 11154, 4, 2788.500000, 38, 252, 
51, 003000, 30, 336, PRSH, 4529, 6, 754.833333, ZIP, 11091, 4, 2772.750000, 30, 336, 
52, 003000, 36, 50, PRSH, 2453, 6, 408.833333, ZIP, 3277, 4, 819.250000, 36, 50, 
53, 003000, 43, 223, PRSH, 256, 6, 42.666667, ZIP, 7324, 4, 1831.000000, 43, 223, 
54, 003000, 39, 42, PRSH, 8196, 6, 1366.000000, ZIP, 2054, 4, 513.500000, 39, 42, 
55, 003000, 37, 41, PRSH, 2950, 6, 491.666667, ZIP, 3280, 4, 820.000000, 37, 41, 
56, 003000, 33, 36, PRSH, 5325, 6, 887.500000, ZIP, 5605, 4, 1401.250000, 33, 36, 
57, 003000, 34, 44, PRSH, 2667, 6, 444.500000, ZIP, 823, 4, 205.750000, 34, 44, 
58, 003000, 32, 35, PRSH, 4352, 6, 725.333333, ZIP, 7158, 4, 1789.500000, 32, 35, 
59, 003000, 39, 40, PRSH, 250, 6, 41.666667, ZIP, 6840, 4, 1710.000000, 39, 40, 
60, 003000, 31, 32, PRSH, 4167, 6, 694.500000, ZIP, 5033, 4, 1258.250000, 31, 32, 
61, 003000, 31, 41, PRSH, 183, 6, 30.500000, ZIP, 537, 4, 134.250000, 31, 41, 
62, 003000, 29, 44, PRSH, 2028, 6, 338.000000, ZIP, 982, 4, 245.500000, 29, 44, 
63, 003000, 32, 39, PRSH, 6880, 6, 1146.666667, ZIP, 5230, 4, 1307.500000, 32, 39, 
64, 003000, 31, 32, PRSH, 0, 6, 0.000000, ZIP, 500, 4, 125.000000, 31, 32, 
65, 003000, 33, 34, PRSH, 236, 6, 39.333333, ZIP, 404, 4, 101.000000, 33, 34, 
66, 003000, 39, 41, PRSH, 5477, 6, 912.833333, ZIP, 3833, 4, 958.250000, 39, 41, 
67, 003000, 26, 53, PRSH, 272, 6, 45.333333, ZIP, 10618, 4, 2654.500000, 26, 53, 
68, 003000, 40, 42, PRSH, 873, 6, 145.500000, ZIP, 427, 4, 106.750000, 40, 42, 
69, 003000, 37, 40, PRSH, 3227, 6, 537.833333, ZIP, 1753, 4, 438.250000, 37, 40, 
70, 003000, 38, 50, PRSH, 668, 6, 111.333333, ZIP, 6882, 4, 1720.500000, 38, 50, 
71, 003000, 39, 45, PRSH, 2746, 6, 457.666667, ZIP, 7704, 4, 1926.000000, 39, 45, 
72, 003000, 29, 40, PRSH, 660, 6, 110.000000, ZIP, 4950, 4, 1237.500000, 29, 40, 
73, 003000, 39, 46, PRSH, 1878, 6, 313.000000, ZIP, 7892, 4, 1973.000000, 39, 46, 
74, 003000, 39, 40, PRSH, 540, 6, 90.000000, ZIP, 2570, 4, 642.500000, 39, 40, 
75, 003000, 29, 40, PRSH, 719, 6, 119.833333, ZIP, 3001, 4, 750.250000, 29, 40, 
76, 003000, 38, 52, PRSH, 460, 6, 76.666667, ZIP, 9950, 4, 2487.500000, 38, 52, 
77, 003000, 32, 34, PRSH, 4473, 6, 745.500000, ZIP, 6147, 4, 1536.750000, 32, 34, 
78, 003000, 29, 50, PRSH, 1993, 6, 332.166667, ZIP, 3217, 4, 804.250000, 29, 50, 
79, 003000, 41, 43, PRSH, 309, 6, 51.500000, ZIP, 6091, 4, 1522.750000, 41, 43, 
80, 003000, 30, 266, PRSH, 1809, 6, 301.500000, ZIP, 9431, 4, 2357.750000, 30, 266, 
81, 003000, 35, 36, PRSH, 3593, 6, 598.833333, ZIP, 8077, 4, 2019.250000, 35, 36, 
82, 003000, 29, 38, PRSH, 3073, 6, 512.166667, ZIP, 10257, 4, 2564.250000, 29, 38, 
83, 003000, 37, 41, PRSH, 2580, 6, 430.000000, ZIP, 6310, 4, 1577.500000, 37, 41, 
84, 003000, 31, 32, PRSH, 1862, 6, 310.333333, ZIP, 7128, 4, 1782.000000, 31, 32, 
85, 003000, 30, 199, PRSH, 2366, 6, 394.333333, ZIP, 944, 4, 236.000000, 30, 199, 
86, 003000, 38, 39, PRSH, 3721, 6, 620.166667, ZIP, 6829, 4, 1707.250000, 38, 39, 
87, 003000, 29, 42, PRSH, 2871, 6, 478.500000, ZIP, 2409, 4, 602.250000, 29, 42, 
88, 003000, 18, 176, PRSH, 1171, 6, 195.166667, ZIP, 6599, 4, 1649.750000, 18, 176, 
89, 003000, 39, 40, PRSH, 229, 6, 38.166667, ZIP, 2711, 4, 677.750000, 39, 40, 
90, 003000, 39, 40, PRSH, 3046, 6, 507.666667, ZIP, 5864, 4, 1466.000000, 39, 40, 
91, 003000, 17, 40, PRSH, 3109, 6, 518.166667, ZIP, 3541, 4, 885.250000, 17, 40, 
92, 003000, 40, 42, PRSH, 2213, 6, 368.833333, ZIP, 777, 4, 194.250000, 40, 42, 
93, 003000, 31, 32, PRSH, 7, 6, 1.166667, ZIP, 403, 4, 100.750000, 31, 32, 
94, 003000, 31, 32, PRSH, 2820, 6, 470.000000, ZIP, 6100, 4, 1525.000000, 31, 32, 
95, 003000, 29, 35, PRSH, 4318, 6, 719.666667, ZIP, 6352, 4, 1588.000000, 29, 35, 
96, 003000, 40, 50, PRSH, 675, 6, 112.500000, ZIP, 6755, 4, 1688.750000, 40, 50, 
97, 003000, 37, 51, PRSH, 3356, 6, 559.333333, ZIP, 6324, 4, 1581.000000, 37, 51, 
98, 003000, 39, 40, PRSH, 2782, 6, 463.666667, ZIP, 4688, 4, 1172.000000, 39, 40, 
99, 003000, 39, 41, PRSH, 898, 6, 149.666667, ZIP, 362, 4, 90.500000, 39, 41, 
100, 003000, 30, 31, PRSH, 1323, 4, 330.750000, ZIP, 2687, 6, 447.833333, 30, 31, 
101, 003000, 30, 31, PRSH, 202, 4, 50.500000, ZIP, 4948, 6, 824.666667, 30, 31, 
102, 003000, 28, 29, PRSH, 2596, 4, 649.000000, ZIP, 4944, 6, 824.000000, 28, 29, 
103, 003000, 23, 32, PRSH, 1285, 4, 321.250000, ZIP, 4385, 6, 730.833333, 23, 32, 
104, 003000, 38, 56, PRSH, 1095, 4, 273.750000, ZIP, 1505, 6, 250.833333, 38, 56, 
105, 003000, 29, 36, PRSH, 4500, 4, 1125.000000, ZIP, 7600, 6, 1266.666667, 29, 36, 
106, 003000, 28, 29, PRSH, 5230, 4, 1307.500000, ZIP, 4230, 6, 705.000000, 28, 29, 
107, 003000, 26, 27, PRSH, 786, 4, 196.500000, ZIP, 3504, 6, 584.000000, 26, 27, 
108, 003000, 30, 31, PRSH, 181, 4, 45.250000, ZIP, 1929, 6, 321.500000, 30, 31, 
109, 003000, 30, 34, PRSH, 349, 4, 87.250000, ZIP, 751, 6, 125.166667, 30, 34, 
110, 003000, 40, 41, PRSH, 328, 4, 82.000000, ZIP, 2652, 6, 442.000000, 40, 41, 
111, 003000, 36, 37, PRSH, 1667, 4, 416.750000, ZIP, 4203, 6, 700.500000, 36, 37, 
112, 003000, 27, 31, PRSH, 6237, 4, 1559.250000, ZIP, 3853, 6, 642.166667, 27, 31, 
113, 003000, 39, 41, PRSH, 4107, 4, 1026.750000, ZIP, 3713, 6, 618.833333, 39, 41, 
114, 003000, 34, 35, PRSH, 4162, 4, 1040.500000, ZIP, 5628, 6, 938.000000, 34, 35, 
115, 003000, 29, 34, PRSH, 2288, 4, 572.000000, ZIP, 3792, 6, 632.000000, 29, 34, 
116, 003000, 29, 31, PRSH, 4876, 4, 1219.000000, ZIP, 4544, 6, 757.333333, 29, 31, 
117, 003000, 35, 36, PRSH, 79, 4, 19.750000, ZIP, 1471, 6, 245.166667, 35, 36, 
118, 003000, 32, 33, PRSH, 2337, 4, 584.250000, ZIP, 6753, 6, 1125.500000, 32, 33, 
119, 003000, 29, 32, PRSH, 2270, 4, 567.500000, ZIP, 3570, 6, 595.000000, 29, 32, 
120, 003000, 30, 50, PRSH, 1894, 4, 473.500000, ZIP, 6386, 6, 1064.333333, 30, 50, 
121, 003000, 34, 40, PRSH, 2100, 4, 525.000000, ZIP, 8230, 6, 1371.666667, 34, 40, 
122, 003000, 30, 40, PRSH, 130, 4, 32.500000, ZIP, 460, 6, 76.666667, 30, 40, 
123, 003000, 30, 31, PRSH, 3, 4, 0.750000, ZIP, 617, 6, 102.833333, 30, 31, 
124, 003000, 30, 31, PRSH, 2311, 4, 577.750000, ZIP, 6469, 6, 1078.166667, 30, 31, 
125, 003000, 28, 29, PRSH, 0, 4, 0.000000, ZIP, 250, 6, 41.666667, 28, 29, 
126, 003000, 29, 40, PRSH, 6255, 4, 1563.750000, ZIP, 4205, 6, 700.833333, 29, 40, 
127, 003000, 30, 31, PRSH, 5110, 4, 1277.500000, ZIP, 3470, 6, 578.333333, 30, 31, 
128, 003000, 29, 30, PRSH, 2746, 4, 686.500000, ZIP, 6264, 6, 1044.000000, 29, 30, 
129, 003000, 36, 37, PRSH, 5910, 4, 1477.500000, ZIP, 5640, 6, 940.000000, 36, 37, 
130, 003000, 29, 33, PRSH, 5614, 4, 1403.500000, ZIP, 4266, 6, 711.000000, 29, 33, 
131, 003000, 38, 41, PRSH, 4980, 4, 1245.000000, ZIP, 3300, 6, 550.000000, 38, 41, 
132, 003000, 38, 39, PRSH, 2733, 4, 683.250000, ZIP, 4967, 6, 827.833333, 38, 39, 
133, 003000, 31, 32, PRSH, 5266, 4, 1316.500000, ZIP, 3344, 6, 557.333333, 31, 32, 
134, 003000, 39, 41, PRSH, 5567, 4, 1391.750000, ZIP, 5713, 6, 952.166667, 39, 41, 
135, 003000, 24, 25, PRSH, 3905, 4, 976.250000, ZIP, 3505, 6, 584.166667, 24, 25, 
136, 003000, 23, 25, PRSH, 4897, 4, 1224.250000, ZIP, 3013, 6, 502.166667, 23, 25, 
137, 003000, 34, 35, PRSH, 963, 4, 240.750000, ZIP, 6347, 6, 1057.833333, 34, 35, 
138, 003000, 32, 33, PRSH, 1989, 4, 497.250000, ZIP, 6771, 6, 1128.500000, 32, 33, 
139, 003000, 32, 33, PRSH, 2094, 4, 523.500000, ZIP, 5396, 6, 899.333333, 32, 33, 
140, 003000, 33, 39, PRSH, 3312, 4, 828.000000, ZIP, 5438, 6, 906.333333, 33, 39, 
141, 003000, 32, 33, PRSH, 1402, 4, 350.500000, ZIP, 6618, 6, 1103.000000, 32, 33, 
142, 003000, 28, 29, PRSH, 0, 4, 0.000000, ZIP, 340, 6, 56.666667, 28, 29, 
143, 003000, 33, 34, PRSH, 3451, 4, 862.750000, ZIP, 7339, 6, 1223.166667, 33, 34, 
144, 003000, 32, 33, PRSH, 35, 4, 8.750000, ZIP, 1745, 6, 290.833333, 32, 33, 
145, 003000, 38, 40, PRSH, 3523, 4, 880.750000, ZIP, 3447, 6, 574.500000, 38, 40, 
146, 003000, 33, 35, PRSH, 4229, 4, 1057.250000, ZIP, 4211, 6, 701.833333, 33, 35, 
147, 003000, 26, 27, PRSH, 0, 4, 0.000000, ZIP, 1090, 6, 181.666667, 26, 27, 
148, 003000, 38, 50, PRSH, 490, 4, 122.500000, ZIP, 4470, 6, 745.000000, 38, 50, 
149, 003000, 29, 172, PRSH, 5944, 4, 1486.000000, ZIP, 4026, 6, 671.000000, 29, 172, 
150, 003000, 28, 29, PRSH, 6, 2, 3.000000, ZIP, 234, 8, 29.250000, 28, 29, 
151, 003000, 27, 30, PRSH, 1635, 2, 817.500000, ZIP, 8745, 8, 1093.125000, 27, 30, 
152, 003000, 23, 30, PRSH, 4378, 2, 2189.000000, ZIP, 3072, 8, 384.000000, 23, 30, 
153, 003000, 27, 30, PRSH, 534, 2, 267.000000, ZIP, 3676, 8, 459.500000, 27, 30, 
154, 003000, 27, 28, PRSH, 0, 2, 0.000000, ZIP, 270, 8, 33.750000, 27, 28, 
155, 003000, 18, 42, PRSH, 4361, 2, 2180.500000, ZIP, 7169, 8, 896.125000, 18, 42, 
156, 003000, 20, 21, PRSH, 133, 2, 66.500000, ZIP, 397, 8, 49.625000, 20, 21, 
157, 003000, 30, 31, PRSH, 0, 2, 0.000000, ZIP, 500, 8, 62.500000, 30, 31, 
158, 003000, 25, 26, PRSH, 6274, 2, 3137.000000, ZIP, 3926, 8, 490.750000, 25, 26, 
159, 003000, 28, 29, PRSH, 244, 2, 122.000000, ZIP, 5266, 8, 658.250000, 28, 29, 
160, 003000, 21, 30, PRSH, 8669, 2, 4334.500000, ZIP, 2681, 8, 335.125000, 21, 30, 
161, 003000, 26, 27, PRSH, 3274, 2, 1637.000000, ZIP, 3996, 8, 499.500000, 26, 27, 
162, 003000, 28, 29, PRSH, 159, 2, 79.500000, ZIP, 4861, 8, 607.625000, 28, 29, 
163, 003000, 29, 30, PRSH, 0, 2, 0.000000, ZIP, 230, 8, 28.750000, 29, 30, 
164, 003000, 26, 41, PRSH, 3941, 2, 1970.500000, ZIP, 7259, 8, 907.375000, 26, 41, 
165, 003000, 28, 29, PRSH, 0, 2, 0.000000, ZIP, 730, 8, 91.250000, 28, 29, 
166, 003000, 26, 28, PRSH, 3623, 2, 1811.500000, ZIP, 3767, 8, 470.875000, 26, 28, 
167, 003000, 27, 29, PRSH, 3631, 2, 1815.500000, ZIP, 3769, 8, 471.125000, 27, 29, 
168, 003000, 26, 30, PRSH, 6776, 2, 3388.000000, ZIP, 4654, 8, 581.750000, 26, 30, 
169, 003000, 33, 34, PRSH, 0, 2, 0.000000, ZIP, 240, 8, 30.000000, 33, 34, 
170, 003000, 26, 27, PRSH, 0, 2, 0.000000, ZIP, 390, 8, 48.750000, 26, 27, 
171, 003000, 28, 40, PRSH, 4489, 2, 2244.500000, ZIP, 7131, 8, 891.375000, 28, 40, 
172, 003000, 29, 32, PRSH, 3850, 2, 1925.000000, ZIP, 4300, 8, 537.500000, 29, 32, 
173, 003000, 25, 28, PRSH, 3950, 2, 1975.000000, ZIP, 6620, 8, 827.500000, 25, 28, 
174, 003000, 29, 40, PRSH, 5700, 2, 2850.000000, ZIP, 4080, 8, 510.000000, 29, 40, 
175, 003000, 20, 21, PRSH, 81, 2, 40.500000, ZIP, 319, 8, 39.875000, 20, 21, 
176, 003000, 28, 31, PRSH, 5471, 2, 2735.500000, ZIP, 4959, 8, 619.875000, 28, 31, 
177, 003000, 29, 31, PRSH, 5247, 2, 2623.500000, ZIP, 3463, 8, 432.875000, 29, 31, 
178, 003000, 24, 25, PRSH, 7325, 2, 3662.500000, ZIP, 2885, 8, 360.625000, 24, 25, 
179, 003000, 30, 31, PRSH, 2764, 2, 1382.000000, ZIP, 3966, 8, 495.750000, 30, 31, 
180, 003000, 29, 31, PRSH, 5506, 2, 2753.000000, ZIP, 4934, 8, 616.750000, 29, 31, 
181, 003000, 27, 28, PRSH, 3709, 2, 1854.500000, ZIP, 3531, 8, 441.375000, 27, 28, 
182, 003000, 26, 33, PRSH, 136, 2, 68.000000, ZIP, 284, 8, 35.500000, 26, 33, 
183, 003000, 21, 22, PRSH, 7437, 2, 3718.500000, ZIP, 3013, 8, 376.625000, 21, 22, 
184, 003000, 32, 33, PRSH, 2498, 2, 1249.000000, ZIP, 5602, 8, 700.250000, 32, 33, 
185, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 260, 8, 32.500000, 25, 26, 
186, 003000, 26, 30, PRSH, 2178, 2, 1089.000000, ZIP, 4702, 8, 587.750000, 26, 30, 
187, 003000, 29, 32, PRSH, 5118, 2, 2559.000000, ZIP, 5272, 8, 659.000000, 29, 32, 
188, 003000, 22, 29, PRSH, 153, 2, 76.500000, ZIP, 267, 8, 33.375000, 22, 29, 
189, 003000, 31, 32, PRSH, 0, 2, 0.000000, ZIP, 720, 8, 90.000000, 31, 32, 
190, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 270, 8, 33.750000, 25, 26, 
191, 003000, 33, 36, PRSH, 2677, 2, 1338.500000, ZIP, 2393, 8, 299.125000, 33, 36, 
192, 003000, 32, 40, PRSH, 2245, 2, 1122.500000, ZIP, 4525, 8, 565.625000, 32, 40, 
193, 003000, 32, 33, PRSH, 4551, 2, 2275.500000, ZIP, 4149, 8, 518.625000, 32, 33, 
194, 003000, 19, 30, PRSH, 6433, 2, 3216.500000, ZIP, 2357, 8, 294.625000, 19, 30, 
195, 003000, 30, 31, PRSH, 1072, 2, 536.000000, ZIP, 1228, 8, 153.500000, 30, 31, 
196, 003000, 26, 30, PRSH, 7685, 2, 3842.500000, ZIP, 2565, 8, 320.625000, 26, 30, 
197, 003000, 30, 31, PRSH, 0, 2, 0.000000, ZIP, 210, 8, 26.250000, 30, 31, 
198, 003000, 27, 28, PRSH, 3883, 2, 1941.500000, ZIP, 3617, 8, 452.125000, 27, 28, 
199, 003000, 25, 26, PRSH, 5, 2, 2.500000, ZIP, 365, 8, 45.625000, 25, 26, 
