expid, time,best bid,best offer, type, balance, number of traders, profit per trader, type, balance, number of traders, profit per trader, best bid, best offer, 
104, 003000, 19, 40, PRSH, 6460, 4, 1615.000000, ZIP, 2070, 6, 345.000000, 19, 40, 
105, 003000, 38, 40, PRSH, 3750, 4, 937.500000, ZIP, 2760, 6, 460.000000, 38, 40, 
106, 003000, 38, 50, PRSH, 3670, 4, 917.500000, ZIP, 10870, 6, 1811.666667, 38, 50, 
107, 003000, 32, 33, PRSH, 4940, 4, 1235.000000, ZIP, 5610, 6, 935.000000, 32, 33, 
108, 003000, 29, 32, PRSH, 3512, 4, 878.000000, ZIP, 4958, 6, 826.333333, 29, 32, 
109, 003000, 28, 34, PRSH, 4518, 4, 1129.500000, ZIP, 3502, 6, 583.666667, 28, 34, 
110, 003000, 24, 25, PRSH, 10, 4, 2.500000, ZIP, 2090, 6, 348.333333, 24, 25, 
111, 003000, 32, 34, PRSH, 6554, 4, 1638.500000, ZIP, 3956, 6, 659.333333, 32, 34, 
112, 003000, 30, 32, PRSH, 4998, 4, 1249.500000, ZIP, 3712, 6, 618.666667, 30, 32, 
113, 003000, 34, 40, PRSH, 4569, 4, 1142.250000, ZIP, 3671, 6, 611.833333, 34, 40, 
114, 003000, 31, 33, PRSH, 4833, 4, 1208.250000, ZIP, 3977, 6, 662.833333, 31, 33, 
115, 003000, 30, 32, PRSH, 14, 4, 3.500000, ZIP, 286, 6, 47.666667, 30, 32, 
116, 003000, 30, 31, PRSH, 540, 4, 135.000000, ZIP, 1720, 6, 286.666667, 30, 31, 
117, 003000, 29, 30, PRSH, 6936, 4, 1734.000000, ZIP, 3264, 6, 544.000000, 29, 30, 
118, 003000, 38, 40, PRSH, 147, 4, 36.750000, ZIP, 5293, 6, 882.166667, 38, 40, 
119, 003000, 39, 40, PRSH, 626, 4, 156.500000, ZIP, 2554, 6, 425.666667, 39, 40, 
120, 003000, 37, 40, PRSH, 1730, 4, 432.500000, ZIP, 7410, 6, 1235.000000, 37, 40, 
121, 003000, 30, 32, PRSH, 116, 4, 29.000000, ZIP, 114, 6, 19.000000, 30, 32, 
122, 003000, 29, 41, PRSH, 5749, 4, 1437.250000, ZIP, 4491, 6, 748.500000, 29, 41, 
123, 003000, 34, 40, PRSH, 3243, 4, 810.750000, ZIP, 4517, 6, 752.833333, 34, 40, 
124, 003000, 31, 32, PRSH, 4570, 4, 1142.500000, ZIP, 4550, 6, 758.333333, 31, 32, 
125, 003000, 26, 30, PRSH, 13610, 4, 3402.500000, ZIP, 930, 6, 155.000000, 26, 30, 
126, 003000, 25, 26, PRSH, 704, 4, 176.000000, ZIP, 5046, 6, 841.000000, 25, 26, 
127, 003000, 32, 33, PRSH, 5327, 4, 1331.750000, ZIP, 5353, 6, 892.166667, 32, 33, 
128, 003000, 30, 31, PRSH, 5793, 4, 1448.250000, ZIP, 3847, 6, 641.166667, 30, 31, 
129, 003000, 29, 30, PRSH, 1207, 4, 301.750000, ZIP, 2983, 6, 497.166667, 29, 30, 
130, 003000, 24, 25, PRSH, 7895, 4, 1973.750000, ZIP, 2155, 6, 359.166667, 24, 25, 
131, 003000, 30, 32, PRSH, 4915, 4, 1228.750000, ZIP, 5775, 6, 962.500000, 30, 32, 
132, 003000, 28, 31, PRSH, 2755, 4, 688.750000, ZIP, 2205, 6, 367.500000, 28, 31, 
133, 003000, 38, 40, PRSH, 540, 4, 135.000000, ZIP, 2140, 6, 356.666667, 38, 40, 
134, 003000, 28, 29, PRSH, 6163, 4, 1540.750000, ZIP, 3997, 6, 666.166667, 28, 29, 
135, 003000, 30, 34, PRSH, 179, 4, 44.750000, ZIP, 341, 6, 56.833333, 30, 34, 
136, 003000, 36, 39, PRSH, 4460, 4, 1115.000000, ZIP, 4670, 6, 778.333333, 36, 39, 
137, 003000, 20, 21, PRSH, 107, 4, 26.750000, ZIP, 553, 6, 92.166667, 20, 21, 
138, 003000, 22, 30, PRSH, 6757, 4, 1689.250000, ZIP, 2443, 6, 407.166667, 22, 30, 
139, 003000, 30, 31, PRSH, 0, 4, 0.000000, ZIP, 710, 6, 118.333333, 30, 31, 
140, 003000, 26, 28, PRSH, 552, 4, 138.000000, ZIP, 3998, 6, 666.333333, 26, 28, 
141, 003000, 33, 34, PRSH, 1532, 4, 383.000000, ZIP, 4908, 6, 818.000000, 33, 34, 
142, 003000, 35, 50, PRSH, 1446, 4, 361.500000, ZIP, 8104, 6, 1350.666667, 35, 50, 
143, 003000, 30, 31, PRSH, 8, 4, 2.000000, ZIP, 372, 6, 62.000000, 30, 31, 
144, 003000, 37, 40, PRSH, 664, 4, 166.000000, ZIP, 2016, 6, 336.000000, 37, 40, 
145, 003000, 19, 50, PRSH, 4208, 4, 1052.000000, ZIP, 10542, 6, 1757.000000, 19, 50, 
146, 003000, 20, 30, PRSH, 1496, 4, 374.000000, ZIP, 4474, 6, 745.666667, 20, 30, 
147, 003000, 31, 50, PRSH, 1110, 4, 277.500000, ZIP, 4660, 6, 776.666667, 31, 50, 
148, 003000, 28, 30, PRSH, 4882, 4, 1220.500000, ZIP, 7618, 6, 1269.666667, 28, 30, 
149, 003000, 29, 30, PRSH, 2580, 4, 645.000000, ZIP, 3740, 6, 623.333333, 29, 30, 
150, 003000, 30, 31, PRSH, 10, 2, 5.000000, ZIP, 2510, 8, 313.750000, 30, 31, 
151, 003000, 24, 29, PRSH, 3930, 2, 1965.000000, ZIP, 4490, 8, 561.250000, 24, 29, 
152, 003000, 26, 28, PRSH, 15, 2, 7.500000, ZIP, 1205, 8, 150.625000, 26, 28, 
153, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 240, 8, 30.000000, 25, 26, 
154, 003000, 27, 30, PRSH, 9354, 2, 4677.000000, ZIP, 3516, 8, 439.500000, 27, 30, 
155, 003000, 18, 22, PRSH, 9011, 2, 4505.500000, ZIP, 2189, 8, 273.625000, 18, 22, 
156, 003000, 23, 24, PRSH, 3717, 2, 1858.500000, ZIP, 3843, 8, 480.375000, 23, 24, 
157, 003000, 27, 28, PRSH, 0, 2, 0.000000, ZIP, 420, 8, 52.500000, 27, 28, 
158, 003000, 30, 31, PRSH, 0, 2, 0.000000, ZIP, 290, 8, 36.250000, 30, 31, 
159, 003000, 29, 30, PRSH, 141, 2, 70.500000, ZIP, 3309, 8, 413.625000, 29, 30, 
160, 003000, 29, 30, PRSH, 5151, 2, 2575.500000, ZIP, 4949, 8, 618.625000, 29, 30, 
161, 003000, 26, 30, PRSH, 966, 2, 483.000000, ZIP, 5434, 8, 679.250000, 26, 30, 
162, 003000, 21, 22, PRSH, 1244, 2, 622.000000, ZIP, 4096, 8, 512.000000, 21, 22, 
163, 003000, 10, 21, PRSH, 337, 2, 168.500000, ZIP, 553, 8, 69.125000, 10, 21, 
164, 003000, 33, 35, PRSH, 1870, 2, 935.000000, ZIP, 5120, 8, 640.000000, 33, 35, 
165, 003000, 24, 26, PRSH, 6903, 2, 3451.500000, ZIP, 3117, 8, 389.625000, 24, 26, 
166, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 210, 8, 26.250000, 25, 26, 
167, 003000, 29, 40, PRSH, 1917, 2, 958.500000, ZIP, 4173, 8, 521.625000, 29, 40, 
168, 003000, 29, 30, PRSH, 7, 2, 3.500000, ZIP, 3823, 8, 477.875000, 29, 30, 
169, 003000, 29, 32, PRSH, 1372, 2, 686.000000, ZIP, 9518, 8, 1189.750000, 29, 32, 
170, 003000, 29, 30, PRSH, 3149, 2, 1574.500000, ZIP, 4221, 8, 527.625000, 29, 30, 
171, 003000, 23, 30, PRSH, 3915, 2, 1957.500000, ZIP, 5255, 8, 656.875000, 23, 30, 
172, 003000, 22, 23, PRSH, 0, 2, 0.000000, ZIP, 480, 8, 60.000000, 22, 23, 
173, 003000, 20, 21, PRSH, 72, 2, 36.000000, ZIP, 418, 8, 52.250000, 20, 21, 
174, 003000, 20, 21, PRSH, 79, 2, 39.500000, ZIP, 381, 8, 47.625000, 20, 21, 
175, 003000, 29, 30, PRSH, 220, 2, 110.000000, ZIP, 5710, 8, 713.750000, 29, 30, 
176, 003000, 30, 46, PRSH, 5165, 2, 2582.500000, ZIP, 5085, 8, 635.625000, 30, 46, 
177, 003000, 22, 23, PRSH, 1, 2, 0.500000, ZIP, 279, 8, 34.875000, 22, 23, 
178, 003000, 20, 21, PRSH, 52, 2, 26.000000, ZIP, 588, 8, 73.500000, 20, 21, 
179, 003000, 20, 21, PRSH, 111, 2, 55.500000, ZIP, 359, 8, 44.875000, 20, 21, 
180, 003000, 30, 40, PRSH, 2272, 2, 1136.000000, ZIP, 3018, 8, 377.250000, 30, 40, 
181, 003000, 27, 40, PRSH, 4267, 2, 2133.500000, ZIP, 6193, 8, 774.125000, 27, 40, 
182, 003000, 27, 29, PRSH, 33, 2, 16.500000, ZIP, 407, 8, 50.875000, 27, 29, 
183, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 460, 8, 57.500000, 25, 26, 
184, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 340, 8, 42.500000, 25, 26, 
185, 003000, 23, 24, PRSH, 0, 2, 0.000000, ZIP, 290, 8, 36.250000, 23, 24, 
186, 003000, 27, 30, PRSH, 4020, 2, 2010.000000, ZIP, 5080, 8, 635.000000, 27, 30, 
187, 003000, 29, 30, PRSH, 1, 2, 0.500000, ZIP, 2679, 8, 334.875000, 29, 30, 
188, 003000, 20, 30, PRSH, 7162, 2, 3581.000000, ZIP, 3128, 8, 391.000000, 20, 30, 
189, 003000, 29, 30, PRSH, 142, 2, 71.000000, ZIP, 5198, 8, 649.750000, 29, 30, 
190, 003000, 10, 20, PRSH, 403, 2, 201.500000, ZIP, 847, 8, 105.875000, 10, 20, 
191, 003000, 23, 34, PRSH, 9329, 2, 4664.500000, ZIP, 2931, 8, 366.375000, 23, 34, 
192, 003000, 30, 32, PRSH, 2126, 2, 1063.000000, ZIP, 4484, 8, 560.500000, 30, 32, 
193, 003000, 25, 39, PRSH, 3911, 2, 1955.500000, ZIP, 6799, 8, 849.875000, 25, 39, 
194, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 300, 8, 37.500000, 25, 26, 
195, 003000, 30, 40, PRSH, 5508, 2, 2754.000000, ZIP, 4492, 8, 561.500000, 30, 40, 
196, 003000, 32, 33, PRSH, 0, 2, 0.000000, ZIP, 320, 8, 40.000000, 32, 33, 
197, 003000, 21, 22, PRSH, 0, 2, 0.000000, ZIP, 510, 8, 63.750000, 21, 22, 
198, 003000, 29, 30, PRSH, 0, 2, 0.000000, ZIP, 210, 8, 26.250000, 29, 30, 
199, 003000, 20, 21, PRSH, 92, 2, 46.000000, ZIP, 398, 8, 49.750000, 20, 21, 
