expid, time,best bid,best offer, type, balance, number of traders, profit per trader, type, balance, number of traders, profit per trader, best bid, best offer, 
67, 003000, 39, 43, PRSH, 1553, 6, 258.833333, ZIP, 7967, 4, 1991.750000, 39, 43, 
68, 003000, 46, 47, PRSH, 303, 6, 50.500000, ZIP, 2087, 4, 521.750000, 46, 47, 
69, 003000, 29, 158, PRSH, 1324, 6, 220.666667, ZIP, 9676, 4, 2419.000000, 29, 158, 
70, 003000, 31, 32, PRSH, 4956, 6, 826.000000, ZIP, 2854, 4, 713.500000, 31, 32, 
71, 003000, 47, 227, PRSH, 3826, 6, 637.666667, ZIP, 11204, 4, 2801.000000, 47, 227, 
72, 003000, 29, 168, PRSH, 2829, 6, 471.500000, ZIP, 6651, 4, 1662.750000, 29, 168, 
73, 003000, 33, 35, PRSH, 2150, 6, 358.333333, ZIP, 3230, 4, 807.500000, 33, 35, 
74, 003000, 41, 42, PRSH, 1517, 6, 252.833333, ZIP, 6093, 4, 1523.250000, 41, 42, 
75, 003000, 23, 210, PRSH, 2790, 6, 465.000000, ZIP, 2080, 4, 520.000000, 23, 210, 
76, 003000, 39, 40, PRSH, 608, 6, 101.333333, ZIP, 1672, 4, 418.000000, 39, 40, 
77, 003000, 29, 30, PRSH, 5438, 6, 906.333333, ZIP, 5232, 4, 1308.000000, 29, 30, 
78, 003000, 40, 42, PRSH, 433, 6, 72.166667, ZIP, 577, 4, 144.250000, 40, 42, 
79, 003000, 37, 50, PRSH, 1247, 6, 207.833333, ZIP, 1233, 4, 308.250000, 37, 50, 
80, 003000, 38, 51, PRSH, 2731, 6, 455.166667, ZIP, 969, 4, 242.250000, 38, 51, 
81, 003000, 38, 40, PRSH, 1501, 6, 250.166667, ZIP, 2799, 4, 699.750000, 38, 40, 
82, 003000, 33, 40, PRSH, 545, 6, 90.833333, ZIP, 205, 4, 51.250000, 33, 40, 
83, 003000, 20, 52, PRSH, 5972, 6, 995.333333, ZIP, 7618, 4, 1904.500000, 20, 52, 
84, 003000, 29, 38, PRSH, 3802, 6, 633.666667, ZIP, 11108, 4, 2777.000000, 29, 38, 
85, 003000, 37, 52, PRSH, 542, 6, 90.333333, ZIP, 2048, 4, 512.000000, 37, 52, 
86, 003000, 48, 49, PRSH, 1301, 6, 216.833333, ZIP, 1399, 4, 349.750000, 48, 49, 
87, 003000, 30, 33, PRSH, 473, 6, 78.833333, ZIP, 697, 4, 174.250000, 30, 33, 
88, 003000, 40, 41, PRSH, 661, 6, 110.166667, ZIP, 569, 4, 142.250000, 40, 41, 
89, 003000, 40, 50, PRSH, 1706, 6, 284.333333, ZIP, 4734, 4, 1183.500000, 40, 50, 
90, 003000, 39, 47, PRSH, 1329, 6, 221.500000, ZIP, 1201, 4, 300.250000, 39, 47, 
91, 003000, 34, 38, PRSH, 3964, 6, 660.666667, ZIP, 6486, 4, 1621.500000, 34, 38, 
92, 003000, 38, 45, PRSH, 1265, 6, 210.833333, ZIP, 3605, 4, 901.250000, 38, 45, 
93, 003000, 32, 33, PRSH, 1783, 6, 297.166667, ZIP, 5237, 4, 1309.250000, 32, 33, 
94, 003000, 30, 170, PRSH, 1592, 6, 265.333333, ZIP, 6308, 4, 1577.000000, 30, 170, 
95, 003000, 39, 43, PRSH, 9968, 6, 1661.333333, ZIP, 2232, 4, 558.000000, 39, 43, 
96, 003000, 38, 39, PRSH, 3609, 6, 601.500000, ZIP, 5661, 4, 1415.250000, 38, 39, 
97, 003000, 29, 40, PRSH, 3290, 6, 548.333333, ZIP, 2450, 4, 612.500000, 29, 40, 
98, 003000, 39, 41, PRSH, 3304, 6, 550.666667, ZIP, 3376, 4, 844.000000, 39, 41, 
99, 003000, 30, 50, PRSH, 1481, 6, 246.833333, ZIP, 3119, 4, 779.750000, 30, 50, 
100, 003000, 24, 40, PRSH, 3359, 4, 839.750000, ZIP, 4381, 6, 730.166667, 24, 40, 
101, 003000, 35, 36, PRSH, 8, 4, 2.000000, ZIP, 452, 6, 75.333333, 35, 36, 
102, 003000, 27, 31, PRSH, 5723, 4, 1430.750000, ZIP, 2237, 6, 372.833333, 27, 31, 
103, 003000, 30, 34, PRSH, 115, 4, 28.750000, ZIP, 315, 6, 52.500000, 30, 34, 
104, 003000, 29, 31, PRSH, 180, 4, 45.000000, ZIP, 260, 6, 43.333333, 29, 31, 
105, 003000, 29, 30, PRSH, 2363, 4, 590.750000, ZIP, 3087, 6, 514.500000, 29, 30, 
106, 003000, 30, 32, PRSH, 4718, 4, 1179.500000, ZIP, 3992, 6, 665.333333, 30, 32, 
107, 003000, 38, 50, PRSH, 6181, 4, 1545.250000, ZIP, 4799, 6, 799.833333, 38, 50, 
108, 003000, 10, 30, PRSH, 3773, 4, 943.250000, ZIP, 1937, 6, 322.833333, 10, 30, 
109, 003000, 20, 35, PRSH, 119, 4, 29.750000, ZIP, 461, 6, 76.833333, 20, 35, 
110, 003000, 29, 30, PRSH, 2825, 4, 706.250000, ZIP, 3145, 6, 524.166667, 29, 30, 
111, 003000, 31, 32, PRSH, 2095, 4, 523.750000, ZIP, 8355, 6, 1392.500000, 31, 32, 
112, 003000, 29, 30, PRSH, 8485, 4, 2121.250000, ZIP, 6535, 6, 1089.166667, 29, 30, 
113, 003000, 29, 34, PRSH, 3571, 4, 892.750000, ZIP, 10589, 6, 1764.833333, 29, 34, 
114, 003000, 22, 23, PRSH, 3, 4, 0.750000, ZIP, 377, 6, 62.833333, 22, 23, 
115, 003000, 26, 27, PRSH, 0, 4, 0.000000, ZIP, 390, 6, 65.000000, 26, 27, 
116, 003000, 36, 37, PRSH, 3501, 4, 875.250000, ZIP, 5769, 6, 961.500000, 36, 37, 
117, 003000, 37, 38, PRSH, 4694, 4, 1173.500000, ZIP, 4736, 6, 789.333333, 37, 38, 
118, 003000, 38, 40, PRSH, 450, 4, 112.500000, ZIP, 4740, 6, 790.000000, 38, 40, 
119, 003000, 29, 40, PRSH, 3678, 4, 919.500000, ZIP, 3782, 6, 630.333333, 29, 40, 
120, 003000, 30, 41, PRSH, 2597, 4, 649.250000, ZIP, 7113, 6, 1185.500000, 30, 41, 
121, 003000, 38, 40, PRSH, 4408, 4, 1102.000000, ZIP, 3962, 6, 660.333333, 38, 40, 
122, 003000, 29, 42, PRSH, 3996, 4, 999.000000, ZIP, 9054, 6, 1509.000000, 29, 42, 
123, 003000, 38, 40, PRSH, 5539, 4, 1384.750000, ZIP, 3491, 6, 581.833333, 38, 40, 
124, 003000, 19, 45, PRSH, 5420, 4, 1355.000000, ZIP, 7000, 6, 1166.666667, 19, 45, 
125, 003000, 33, 50, PRSH, 2277, 4, 569.250000, ZIP, 7983, 6, 1330.500000, 33, 50, 
126, 003000, 30, 31, PRSH, 63, 4, 15.750000, ZIP, 237, 6, 39.500000, 30, 31, 
127, 003000, 30, 32, PRSH, 135, 4, 33.750000, ZIP, 255, 6, 42.500000, 30, 32, 
128, 003000, 36, 39, PRSH, 8803, 4, 2200.750000, ZIP, 2277, 6, 379.500000, 36, 39, 
129, 003000, 36, 37, PRSH, 3314, 4, 828.500000, ZIP, 6626, 6, 1104.333333, 36, 37, 
130, 003000, 31, 32, PRSH, 2561, 4, 640.250000, ZIP, 7259, 6, 1209.833333, 31, 32, 
131, 003000, 25, 26, PRSH, 0, 4, 0.000000, ZIP, 350, 6, 58.333333, 25, 26, 
132, 003000, 30, 32, PRSH, 412, 4, 103.000000, ZIP, 2048, 6, 341.333333, 30, 32, 
133, 003000, 34, 35, PRSH, 330, 4, 82.500000, ZIP, 980, 6, 163.333333, 34, 35, 
134, 003000, 30, 40, PRSH, 1599, 4, 399.750000, ZIP, 6821, 6, 1136.833333, 30, 40, 
135, 003000, 28, 40, PRSH, 4460, 4, 1115.000000, ZIP, 4300, 6, 716.666667, 28, 40, 
136, 003000, 38, 40, PRSH, 3197, 4, 799.250000, ZIP, 8493, 6, 1415.500000, 38, 40, 
137, 003000, 30, 31, PRSH, 233, 4, 58.250000, ZIP, 2787, 6, 464.500000, 30, 31, 
138, 003000, 33, 36, PRSH, 4445, 4, 1111.250000, ZIP, 5755, 6, 959.166667, 33, 36, 
139, 003000, 35, 36, PRSH, 3992, 4, 998.000000, ZIP, 1708, 6, 284.666667, 35, 36, 
140, 003000, 28, 41, PRSH, 3176, 4, 794.000000, ZIP, 5424, 6, 904.000000, 28, 41, 
141, 003000, 30, 32, PRSH, 301, 4, 75.250000, ZIP, 399, 6, 66.500000, 30, 32, 
142, 003000, 34, 51, PRSH, 3632, 4, 908.000000, ZIP, 10698, 6, 1783.000000, 34, 51, 
143, 003000, 35, 36, PRSH, 4643, 4, 1160.750000, ZIP, 5327, 6, 887.833333, 35, 36, 
144, 003000, 35, 50, PRSH, 1235, 4, 308.750000, ZIP, 5715, 6, 952.500000, 35, 50, 
145, 003000, 25, 28, PRSH, 5320, 4, 1330.000000, ZIP, 4780, 6, 796.666667, 25, 28, 
146, 003000, 29, 31, PRSH, 179, 4, 44.750000, ZIP, 931, 6, 155.166667, 29, 31, 
147, 003000, 37, 38, PRSH, 2073, 4, 518.250000, ZIP, 5607, 6, 934.500000, 37, 38, 
148, 003000, 33, 36, PRSH, 5077, 4, 1269.250000, ZIP, 6023, 6, 1003.833333, 33, 36, 
149, 003000, 37, 40, PRSH, 1940, 4, 485.000000, ZIP, 2860, 6, 476.666667, 37, 40, 
150, 003000, 20, 22, PRSH, 2354, 2, 1177.000000, ZIP, 5636, 8, 704.500000, 20, 22, 
151, 003000, 17, 20, PRSH, 861, 2, 430.500000, ZIP, 2119, 8, 264.875000, 17, 20, 
152, 003000, 28, 29, PRSH, 0, 2, 0.000000, ZIP, 260, 8, 32.500000, 28, 29, 
153, 003000, 10, 21, PRSH, 397, 2, 198.500000, ZIP, 783, 8, 97.875000, 10, 21, 
154, 003000, 23, 25, PRSH, 4021, 2, 2010.500000, ZIP, 4639, 8, 579.875000, 23, 25, 
155, 003000, 26, 27, PRSH, 6353, 2, 3176.500000, ZIP, 3657, 8, 457.125000, 26, 27, 
156, 003000, 28, 29, PRSH, 0, 2, 0.000000, ZIP, 350, 8, 43.750000, 28, 29, 
157, 003000, 26, 27, PRSH, 3613, 2, 1806.500000, ZIP, 3767, 8, 470.875000, 26, 27, 
158, 003000, 29, 30, PRSH, 5640, 2, 2820.000000, ZIP, 3250, 8, 406.250000, 29, 30, 
159, 003000, 29, 31, PRSH, 639, 2, 319.500000, ZIP, 2411, 8, 301.375000, 29, 31, 
160, 003000, 26, 27, PRSH, 0, 2, 0.000000, ZIP, 450, 8, 56.250000, 26, 27, 
161, 003000, 10, 20, PRSH, 632, 2, 316.000000, ZIP, 1198, 8, 149.750000, 10, 20, 
162, 003000, 30, 31, PRSH, 9, 2, 4.500000, ZIP, 231, 8, 28.875000, 30, 31, 
163, 003000, 25, 31, PRSH, 133, 2, 66.500000, ZIP, 227, 8, 28.375000, 25, 31, 
164, 003000, 27, 30, PRSH, 1217, 2, 608.500000, ZIP, 6093, 8, 761.625000, 27, 30, 
165, 003000, 30, 31, PRSH, 4, 2, 2.000000, ZIP, 226, 8, 28.250000, 30, 31, 
166, 003000, 33, 34, PRSH, 2402, 2, 1201.000000, ZIP, 5918, 8, 739.750000, 33, 34, 
167, 003000, 32, 53, PRSH, 5178, 2, 2589.000000, ZIP, 4972, 8, 621.500000, 32, 53, 
168, 003000, 30, 32, PRSH, 867, 2, 433.500000, ZIP, 2603, 8, 325.375000, 30, 32, 
169, 003000, 27, 28, PRSH, 6275, 2, 3137.500000, ZIP, 3775, 8, 471.875000, 27, 28, 
170, 003000, 20, 30, PRSH, 179, 2, 89.500000, ZIP, 561, 8, 70.125000, 20, 30, 
171, 003000, 25, 26, PRSH, 6946, 2, 3473.000000, ZIP, 3294, 8, 411.750000, 25, 26, 
172, 003000, 30, 31, PRSH, 5476, 2, 2738.000000, ZIP, 3524, 8, 440.500000, 30, 31, 
173, 003000, 30, 31, PRSH, 0, 2, 0.000000, ZIP, 270, 8, 33.750000, 30, 31, 
174, 003000, 30, 32, PRSH, 5672, 2, 2836.000000, ZIP, 4448, 8, 556.000000, 30, 32, 
175, 003000, 28, 29, PRSH, 3200, 2, 1600.000000, ZIP, 4010, 8, 501.250000, 28, 29, 
176, 003000, 24, 29, PRSH, 123, 2, 61.500000, ZIP, 367, 8, 45.875000, 24, 29, 
177, 003000, 28, 40, PRSH, 252, 2, 126.000000, ZIP, 3848, 8, 481.000000, 28, 40, 
178, 003000, 17, 23, PRSH, 9011, 2, 4505.500000, ZIP, 2919, 8, 364.875000, 17, 23, 
179, 003000, 25, 30, PRSH, 1961, 2, 980.500000, ZIP, 5199, 8, 649.875000, 25, 30, 
180, 003000, 16, 21, PRSH, 9147, 2, 4573.500000, ZIP, 2553, 8, 319.125000, 16, 21, 
181, 003000, 30, 31, PRSH, 0, 2, 0.000000, ZIP, 300, 8, 37.500000, 30, 31, 
182, 003000, 26, 27, PRSH, 510, 2, 255.000000, ZIP, 4790, 8, 598.750000, 26, 27, 
183, 003000, 29, 30, PRSH, 0, 2, 0.000000, ZIP, 310, 8, 38.750000, 29, 30, 
184, 003000, 30, 31, PRSH, 1192, 2, 596.000000, ZIP, 4808, 8, 601.000000, 30, 31, 
185, 003000, 23, 26, PRSH, 3957, 2, 1978.500000, ZIP, 6243, 8, 780.375000, 23, 26, 
186, 003000, 26, 27, PRSH, 6519, 2, 3259.500000, ZIP, 3841, 8, 480.125000, 26, 27, 
187, 003000, 40, 41, PRSH, 2413, 2, 1206.500000, ZIP, 5767, 8, 720.875000, 40, 41, 
188, 003000, 27, 28, PRSH, 534, 2, 267.000000, ZIP, 4516, 8, 564.500000, 27, 28, 
189, 003000, 27, 28, PRSH, 3555, 2, 1777.500000, ZIP, 3855, 8, 481.875000, 27, 28, 
190, 003000, 29, 31, PRSH, 5385, 2, 2692.500000, ZIP, 2265, 8, 283.125000, 29, 31, 
191, 003000, 24, 28, PRSH, 3876, 2, 1938.000000, ZIP, 5774, 8, 721.750000, 24, 28, 
192, 003000, 26, 29, PRSH, 4072, 2, 2036.000000, ZIP, 5198, 8, 649.750000, 26, 29, 
193, 003000, 31, 32, PRSH, 2304, 2, 1152.000000, ZIP, 5356, 8, 669.500000, 31, 32, 
194, 003000, 31, 33, PRSH, 5804, 2, 2902.000000, ZIP, 4186, 8, 523.250000, 31, 33, 
195, 003000, 23, 30, PRSH, 9404, 2, 4702.000000, ZIP, 2376, 8, 297.000000, 23, 30, 
196, 003000, 30, 32, PRSH, 5428, 2, 2714.000000, ZIP, 5152, 8, 644.000000, 30, 32, 
197, 003000, 11, 30, PRSH, 5824, 2, 2912.000000, ZIP, 2196, 8, 274.500000, 11, 30, 
198, 003000, 28, 29, PRSH, 0, 2, 0.000000, ZIP, 300, 8, 37.500000, 28, 29, 
199, 003000, 21, 23, PRSH, 1887, 2, 943.500000, ZIP, 4313, 8, 539.125000, 21, 23, 
