expid, time,best bid,best offer, type, balance, number of traders, profit per trader, type, balance, number of traders, profit per trader, best bid, best offer, 
27, 003000, 32, 78, PRSH, 2201, 8, 275.125000, ZIP, 5939, 2, 2969.500000, 32, 78, 
28, 003000, 38, 231, PRSH, 262, 8, 32.750000, ZIP, 10188, 2, 5094.000000, 38, 231, 
29, 003000, 39, 73, PRSH, 2571, 8, 321.375000, ZIP, 6269, 2, 3134.500000, 39, 73, 
30, 003000, 42, 43, PRSH, 41, 8, 5.125000, ZIP, 899, 2, 449.500000, 42, 43, 
31, 003000, 37, 59, PRSH, 1489, 8, 186.125000, ZIP, 3641, 2, 1820.500000, 37, 59, 
32, 003000, 31, 44, PRSH, 1966, 8, 245.750000, ZIP, 6094, 2, 3047.000000, 31, 44, 
33, 003000, 39, 46, PRSH, 861, 8, 107.625000, ZIP, 8599, 2, 4299.500000, 39, 46, 
34, 003000, 30, 37, PRSH, 1209, 8, 151.125000, ZIP, 6331, 2, 3165.500000, 30, 37, 
35, 003000, 17, 106, PRSH, 960, 8, 120.000000, ZIP, 0, 2, 0.000000, 17, 106, 
36, 003000, 45, 51, PRSH, 601, 8, 75.125000, ZIP, 5859, 2, 2929.500000, 45, 51, 
37, 003000, 41, 50, PRSH, 577, 8, 72.125000, ZIP, 203, 2, 101.500000, 41, 50, 
38, 003000, 39, 267, PRSH, 811, 8, 101.375000, ZIP, 1709, 2, 854.500000, 39, 267, 
39, 003000, 46, 50, PRSH, 695, 8, 86.875000, ZIP, 25, 2, 12.500000, 46, 50, 
40, 003000, 45, 47, PRSH, 562, 8, 70.250000, ZIP, 338, 2, 169.000000, 45, 47, 
41, 003000, 47, 52, PRSH, 1462, 8, 182.750000, ZIP, 1498, 2, 749.000000, 47, 52, 
42, 003000, 19, 47, PRSH, 13338, 8, 1667.250000, ZIP, 2, 2, 1.000000, 19, 47, 
43, 003000, 38, 171, PRSH, 1025, 8, 128.125000, ZIP, 15, 2, 7.500000, 38, 171, 
44, 003000, 39, 285, PRSH, 560, 8, 70.000000, ZIP, 7840, 2, 3920.000000, 39, 285, 
45, 003000, 50, 291, PRSH, 1846, 8, 230.750000, ZIP, 6074, 2, 3037.000000, 50, 291, 
46, 003000, 29, 304, PRSH, 1136, 8, 142.000000, ZIP, 8934, 2, 4467.000000, 29, 304, 
47, 003000, 39, 50, PRSH, 878, 8, 109.750000, ZIP, 22, 2, 11.000000, 39, 50, 
48, 003000, 28, 190, PRSH, 1288, 8, 161.000000, ZIP, 3542, 2, 1771.000000, 28, 190, 
49, 003000, 38, 50, PRSH, 1737, 8, 217.125000, ZIP, 23, 2, 11.500000, 38, 50, 
50, 003000, 38, 40, PRSH, 404, 6, 67.333333, ZIP, 3266, 4, 816.500000, 38, 40, 
51, 003000, 29, 40, PRSH, 2829, 6, 471.500000, ZIP, 2381, 4, 595.250000, 29, 40, 
52, 003000, 30, 31, PRSH, 3787, 6, 631.166667, ZIP, 5653, 4, 1413.250000, 30, 31, 
53, 003000, 34, 35, PRSH, 1538, 6, 256.333333, ZIP, 6572, 4, 1643.000000, 34, 35, 
54, 003000, 27, 50, PRSH, 966, 6, 161.000000, ZIP, 1294, 4, 323.500000, 27, 50, 
55, 003000, 39, 51, PRSH, 1860, 6, 310.000000, ZIP, 8600, 4, 2150.000000, 39, 51, 
56, 003000, 39, 50, PRSH, 217, 6, 36.166667, ZIP, 7603, 4, 1900.750000, 39, 50, 
57, 003000, 20, 38, PRSH, 7189, 6, 1198.166667, ZIP, 6791, 4, 1697.750000, 20, 38, 
58, 003000, 37, 38, PRSH, 3442, 6, 573.666667, ZIP, 3628, 4, 907.000000, 37, 38, 
59, 003000, 38, 140, PRSH, 1629, 6, 271.500000, ZIP, 5511, 4, 1377.750000, 38, 140, 
60, 003000, 40, 41, PRSH, 1807, 6, 301.166667, ZIP, 6453, 4, 1613.250000, 40, 41, 
61, 003000, 19, 33, PRSH, 3951, 6, 658.500000, ZIP, 11359, 4, 2839.750000, 19, 33, 
62, 003000, 35, 40, PRSH, 3077, 6, 512.833333, ZIP, 5133, 4, 1283.250000, 35, 40, 
63, 003000, 41, 42, PRSH, 103, 6, 17.166667, ZIP, 1027, 4, 256.750000, 41, 42, 
64, 003000, 30, 33, PRSH, 248, 6, 41.333333, ZIP, 312, 4, 78.000000, 30, 33, 
65, 003000, 25, 39, PRSH, 3325, 6, 554.166667, ZIP, 3335, 4, 833.750000, 25, 39, 
66, 003000, 39, 50, PRSH, 6712, 6, 1118.666667, ZIP, 7038, 4, 1759.500000, 39, 50, 
67, 003000, 38, 50, PRSH, 2312, 6, 385.333333, ZIP, 2938, 4, 734.500000, 38, 50, 
68, 003000, 32, 40, PRSH, 1451, 6, 241.833333, ZIP, 5719, 4, 1429.750000, 32, 40, 
69, 003000, 36, 52, PRSH, 2370, 6, 395.000000, ZIP, 2740, 4, 685.000000, 36, 52, 
70, 003000, 31, 50, PRSH, 6362, 6, 1060.333333, ZIP, 6708, 4, 1677.000000, 31, 50, 
71, 003000, 39, 50, PRSH, 2016, 6, 336.000000, ZIP, 6194, 4, 1548.500000, 39, 50, 
72, 003000, 40, 43, PRSH, 562, 6, 93.666667, ZIP, 698, 4, 174.500000, 40, 43, 
73, 003000, 43, 47, PRSH, 1946, 6, 324.333333, ZIP, 1044, 4, 261.000000, 43, 47, 
74, 003000, 39, 40, PRSH, 1269, 6, 211.500000, ZIP, 3381, 4, 845.250000, 39, 40, 
75, 003000, 29, 34, PRSH, 4147, 6, 691.166667, ZIP, 11103, 4, 2775.750000, 29, 34, 
76, 003000, 30, 33, PRSH, 43, 6, 7.166667, ZIP, 747, 4, 186.750000, 30, 33, 
77, 003000, 36, 37, PRSH, 1106, 6, 184.333333, ZIP, 5474, 4, 1368.500000, 36, 37, 
78, 003000, 39, 128, PRSH, 1816, 6, 302.666667, ZIP, 3324, 4, 831.000000, 39, 128, 
79, 003000, 30, 31, PRSH, 36, 6, 6.000000, ZIP, 354, 4, 88.500000, 30, 31, 
80, 003000, 38, 39, PRSH, 380, 6, 63.333333, ZIP, 5490, 4, 1372.500000, 38, 39, 
81, 003000, 35, 40, PRSH, 3278, 6, 546.333333, ZIP, 3272, 4, 818.000000, 35, 40, 
82, 003000, 36, 38, PRSH, 3424, 6, 570.666667, ZIP, 1736, 4, 434.000000, 36, 38, 
83, 003000, 29, 43, PRSH, 1899, 6, 316.500000, ZIP, 3261, 4, 815.250000, 29, 43, 
84, 003000, 29, 31, PRSH, 1411, 6, 235.166667, ZIP, 7549, 4, 1887.250000, 29, 31, 
85, 003000, 30, 66, PRSH, 3244, 6, 540.666667, ZIP, 10086, 4, 2521.500000, 30, 66, 
86, 003000, 38, 39, PRSH, 2955, 6, 492.500000, ZIP, 5655, 4, 1413.750000, 38, 39, 
87, 003000, 36, 37, PRSH, 798, 6, 133.000000, ZIP, 5932, 4, 1483.000000, 36, 37, 
88, 003000, 38, 42, PRSH, 3107, 6, 517.833333, ZIP, 5013, 4, 1253.250000, 38, 42, 
89, 003000, 30, 39, PRSH, 3619, 6, 603.166667, ZIP, 4291, 4, 1072.750000, 30, 39, 
90, 003000, 38, 40, PRSH, 3230, 6, 538.333333, ZIP, 3250, 4, 812.500000, 38, 40, 
91, 003000, 35, 42, PRSH, 1682, 6, 280.333333, ZIP, 5448, 4, 1362.000000, 35, 42, 
92, 003000, 39, 50, PRSH, 169, 6, 28.166667, ZIP, 4061, 4, 1015.250000, 39, 50, 
93, 003000, 33, 34, PRSH, 4890, 6, 815.000000, ZIP, 3040, 4, 760.000000, 33, 34, 
94, 003000, 38, 40, PRSH, 3279, 6, 546.500000, ZIP, 3841, 4, 960.250000, 38, 40, 
95, 003000, 31, 32, PRSH, 5211, 6, 868.500000, ZIP, 2929, 4, 732.250000, 31, 32, 
96, 003000, 37, 40, PRSH, 3170, 6, 528.333333, ZIP, 1910, 4, 477.500000, 37, 40, 
97, 003000, 36, 365, PRSH, 2239, 6, 373.166667, ZIP, 5951, 4, 1487.750000, 36, 365, 
98, 003000, 40, 46, PRSH, 198, 6, 33.000000, ZIP, 2912, 4, 728.000000, 40, 46, 
99, 003000, 33, 404, PRSH, 2547, 6, 424.500000, ZIP, 5143, 4, 1285.750000, 33, 404, 
100, 003000, 25, 26, PRSH, 0, 4, 0.000000, ZIP, 300, 6, 50.000000, 25, 26, 
101, 003000, 25, 33, PRSH, 272, 4, 68.000000, ZIP, 288, 6, 48.000000, 25, 33, 
102, 003000, 27, 28, PRSH, 3602, 4, 900.500000, ZIP, 4338, 6, 723.000000, 27, 28, 
103, 003000, 20, 21, PRSH, 42, 4, 10.500000, ZIP, 788, 6, 131.333333, 20, 21, 
104, 003000, 26, 41, PRSH, 6273, 4, 1568.250000, ZIP, 2057, 6, 342.833333, 26, 41, 
105, 003000, 38, 39, PRSH, 5479, 4, 1369.750000, ZIP, 3571, 6, 595.166667, 38, 39, 
106, 003000, 39, 40, PRSH, 348, 4, 87.000000, ZIP, 1912, 6, 318.666667, 39, 40, 
107, 003000, 30, 32, PRSH, 299, 4, 74.750000, ZIP, 1271, 6, 211.833333, 30, 32, 
108, 003000, 30, 31, PRSH, 35, 4, 8.750000, ZIP, 355, 6, 59.166667, 30, 31, 
109, 003000, 30, 31, PRSH, 4991, 4, 1247.750000, ZIP, 5559, 6, 926.500000, 30, 31, 
110, 003000, 39, 40, PRSH, 7832, 4, 1958.000000, ZIP, 4258, 6, 709.666667, 39, 40, 
111, 003000, 20, 21, PRSH, 116, 4, 29.000000, ZIP, 424, 6, 70.666667, 20, 21, 
112, 003000, 31, 50, PRSH, 3650, 4, 912.500000, ZIP, 3620, 6, 603.333333, 31, 50, 
113, 003000, 28, 30, PRSH, 8457, 4, 2114.250000, ZIP, 6733, 6, 1122.166667, 28, 30, 
114, 003000, 32, 34, PRSH, 4971, 4, 1242.750000, ZIP, 3909, 6, 651.500000, 32, 34, 
115, 003000, 34, 35, PRSH, 5079, 4, 1269.750000, ZIP, 2391, 6, 398.500000, 34, 35, 
116, 003000, 33, 42, PRSH, 3119, 4, 779.750000, ZIP, 2321, 6, 386.833333, 33, 42, 
117, 003000, 35, 37, PRSH, 4213, 4, 1053.250000, ZIP, 3577, 6, 596.166667, 35, 37, 
118, 003000, 35, 36, PRSH, 4000, 4, 1000.000000, ZIP, 3880, 6, 646.666667, 35, 36, 
119, 003000, 32, 42, PRSH, 5661, 4, 1415.250000, ZIP, 7049, 6, 1174.833333, 32, 42, 
120, 003000, 39, 41, PRSH, 4917, 4, 1229.250000, ZIP, 4013, 6, 668.833333, 39, 41, 
121, 003000, 30, 31, PRSH, 31, 4, 7.750000, ZIP, 749, 6, 124.833333, 30, 31, 
122, 003000, 26, 40, PRSH, 4504, 4, 1126.000000, ZIP, 7506, 6, 1251.000000, 26, 40, 
123, 003000, 30, 32, PRSH, 26, 4, 6.500000, ZIP, 1194, 6, 199.000000, 30, 32, 
124, 003000, 31, 33, PRSH, 3248, 4, 812.000000, ZIP, 4162, 6, 693.666667, 31, 33, 
125, 003000, 20, 30, PRSH, 1513, 4, 378.250000, ZIP, 3277, 6, 546.166667, 20, 30, 
126, 003000, 28, 50, PRSH, 3928, 4, 982.000000, ZIP, 5732, 6, 955.333333, 28, 50, 
127, 003000, 29, 31, PRSH, 299, 4, 74.750000, ZIP, 1821, 6, 303.500000, 29, 31, 
128, 003000, 30, 32, PRSH, 739, 4, 184.750000, ZIP, 1781, 6, 296.833333, 30, 32, 
129, 003000, 17, 67, PRSH, 680, 4, 170.000000, ZIP, 6700, 6, 1116.666667, 17, 67, 
130, 003000, 29, 31, PRSH, 5286, 4, 1321.500000, ZIP, 2174, 6, 362.333333, 29, 31, 
131, 003000, 33, 40, PRSH, 1416, 4, 354.000000, ZIP, 4774, 6, 795.666667, 33, 40, 
132, 003000, 28, 31, PRSH, 6185, 4, 1546.250000, ZIP, 4725, 6, 787.500000, 28, 31, 
133, 003000, 29, 31, PRSH, 6461, 4, 1615.250000, ZIP, 5169, 6, 861.500000, 29, 31, 
134, 003000, 40, 41, PRSH, 562, 4, 140.500000, ZIP, 3208, 6, 534.666667, 40, 41, 
135, 003000, 39, 40, PRSH, 427, 4, 106.750000, ZIP, 3103, 6, 517.166667, 39, 40, 
136, 003000, 30, 33, PRSH, 4783, 4, 1195.750000, ZIP, 2757, 6, 459.500000, 30, 33, 
137, 003000, 34, 50, PRSH, 4076, 4, 1019.000000, ZIP, 11584, 6, 1930.666667, 34, 50, 
138, 003000, 29, 40, PRSH, 3487, 4, 871.750000, ZIP, 3563, 6, 593.833333, 29, 40, 
139, 003000, 29, 40, PRSH, 5520, 4, 1380.000000, ZIP, 6740, 6, 1123.333333, 29, 40, 
140, 003000, 29, 40, PRSH, 6620, 4, 1655.000000, ZIP, 2100, 6, 350.000000, 29, 40, 
141, 003000, 39, 40, PRSH, 290, 4, 72.500000, ZIP, 1860, 6, 310.000000, 39, 40, 
142, 003000, 35, 41, PRSH, 3543, 4, 885.750000, ZIP, 8187, 6, 1364.500000, 35, 41, 
143, 003000, 27, 30, PRSH, 3528, 4, 882.000000, ZIP, 3182, 6, 530.333333, 27, 30, 
144, 003000, 34, 39, PRSH, 4218, 4, 1054.500000, ZIP, 6072, 6, 1012.000000, 34, 39, 
145, 003000, 38, 40, PRSH, 2989, 4, 747.250000, ZIP, 1791, 6, 298.500000, 38, 40, 
146, 003000, 37, 39, PRSH, 4320, 4, 1080.000000, ZIP, 5260, 6, 876.666667, 37, 39, 
147, 003000, 30, 31, PRSH, 22, 4, 5.500000, ZIP, 1078, 6, 179.666667, 30, 31, 
148, 003000, 27, 30, PRSH, 4220, 4, 1055.000000, ZIP, 6940, 6, 1156.666667, 27, 30, 
149, 003000, 32, 33, PRSH, 8611, 4, 2152.750000, ZIP, 3879, 6, 646.500000, 32, 33, 
150, 003000, 28, 29, PRSH, 4, 2, 2.000000, ZIP, 236, 8, 29.500000, 28, 29, 
151, 003000, 34, 35, PRSH, 4380, 2, 2190.000000, ZIP, 5680, 8, 710.000000, 34, 35, 
152, 003000, 27, 29, PRSH, 6499, 2, 3249.500000, ZIP, 3621, 8, 452.625000, 27, 29, 
153, 003000, 25, 30, PRSH, 9227, 2, 4613.500000, ZIP, 2583, 8, 322.875000, 25, 30, 
154, 003000, 28, 29, PRSH, 0, 2, 0.000000, ZIP, 380, 8, 47.500000, 28, 29, 
155, 003000, 35, 37, PRSH, 4706, 2, 2353.000000, ZIP, 4144, 8, 518.000000, 35, 37, 
156, 003000, 24, 25, PRSH, 4130, 2, 2065.000000, ZIP, 3410, 8, 426.250000, 24, 25, 
157, 003000, 24, 25, PRSH, 6938, 2, 3469.000000, ZIP, 3562, 8, 445.250000, 24, 25, 
158, 003000, 26, 27, PRSH, 0, 2, 0.000000, ZIP, 360, 8, 45.000000, 26, 27, 
159, 003000, 24, 25, PRSH, 1, 2, 0.500000, ZIP, 259, 8, 32.375000, 24, 25, 
160, 003000, 27, 28, PRSH, 545, 2, 272.500000, ZIP, 4335, 8, 541.875000, 27, 28, 
161, 003000, 22, 23, PRSH, 1, 2, 0.500000, ZIP, 279, 8, 34.875000, 22, 23, 
162, 003000, 21, 23, PRSH, 4775, 2, 2387.500000, ZIP, 2875, 8, 359.375000, 21, 23, 
163, 003000, 22, 24, PRSH, 7321, 2, 3660.500000, ZIP, 3019, 8, 377.375000, 22, 24, 
164, 003000, 22, 23, PRSH, 2436, 2, 1218.000000, ZIP, 6554, 8, 819.250000, 22, 23, 
165, 003000, 29, 31, PRSH, 1542, 2, 771.000000, ZIP, 2008, 8, 251.000000, 29, 31, 
166, 003000, 20, 30, PRSH, 42, 2, 21.000000, ZIP, 408, 8, 51.000000, 20, 30, 
167, 003000, 24, 25, PRSH, 0, 2, 0.000000, ZIP, 550, 8, 68.750000, 24, 25, 
168, 003000, 29, 40, PRSH, 1463, 2, 731.500000, ZIP, 4317, 8, 539.625000, 29, 40, 
169, 003000, 22, 23, PRSH, 0, 2, 0.000000, ZIP, 490, 8, 61.250000, 22, 23, 
170, 003000, 22, 23, PRSH, 0, 2, 0.000000, ZIP, 460, 8, 57.500000, 22, 23, 
171, 003000, 19, 22, PRSH, 9386, 2, 4693.000000, ZIP, 2644, 8, 330.500000, 19, 22, 
172, 003000, 23, 24, PRSH, 2, 2, 1.000000, ZIP, 578, 8, 72.250000, 23, 24, 
173, 003000, 20, 22, PRSH, 91, 2, 45.500000, ZIP, 329, 8, 41.125000, 20, 22, 
174, 003000, 28, 29, PRSH, 6438, 2, 3219.000000, ZIP, 3892, 8, 486.500000, 28, 29, 
175, 003000, 29, 30, PRSH, 2070, 2, 1035.000000, ZIP, 4620, 8, 577.500000, 29, 30, 
176, 003000, 27, 28, PRSH, 6074, 2, 3037.000000, ZIP, 3856, 8, 482.000000, 27, 28, 
177, 003000, 29, 30, PRSH, 0, 2, 0.000000, ZIP, 420, 8, 52.500000, 29, 30, 
178, 003000, 29, 33, PRSH, 2399, 2, 1199.500000, ZIP, 3091, 8, 386.375000, 29, 33, 
179, 003000, 29, 30, PRSH, 5587, 2, 2793.500000, ZIP, 3313, 8, 414.125000, 29, 30, 
180, 003000, 19, 25, PRSH, 9009, 2, 4504.500000, ZIP, 2431, 8, 303.875000, 19, 25, 
181, 003000, 28, 34, PRSH, 55, 2, 27.500000, ZIP, 285, 8, 35.625000, 28, 34, 
182, 003000, 26, 28, PRSH, 6575, 2, 3287.500000, ZIP, 3495, 8, 436.875000, 26, 28, 
183, 003000, 29, 35, PRSH, 2407, 2, 1203.500000, ZIP, 5863, 8, 732.875000, 29, 35, 
184, 003000, 30, 31, PRSH, 7, 2, 3.500000, ZIP, 223, 8, 27.875000, 30, 31, 
185, 003000, 24, 25, PRSH, 756, 2, 378.000000, ZIP, 4624, 8, 578.000000, 24, 25, 
186, 003000, 28, 29, PRSH, 2566, 2, 1283.000000, ZIP, 5924, 8, 740.500000, 28, 29, 
187, 003000, 11, 20, PRSH, 598, 2, 299.000000, ZIP, 1412, 8, 176.500000, 11, 20, 
188, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 430, 8, 53.750000, 25, 26, 
189, 003000, 36, 37, PRSH, 124, 2, 62.000000, ZIP, 1456, 8, 182.000000, 36, 37, 
190, 003000, 28, 29, PRSH, 6061, 2, 3030.500000, ZIP, 4059, 8, 507.375000, 28, 29, 
191, 003000, 29, 31, PRSH, 6044, 2, 3022.000000, ZIP, 2166, 8, 270.750000, 29, 31, 
192, 003000, 19, 20, PRSH, 63, 2, 31.500000, ZIP, 407, 8, 50.875000, 19, 20, 
193, 003000, 23, 30, PRSH, 3947, 2, 1973.500000, ZIP, 4773, 8, 596.625000, 23, 30, 
194, 003000, 27, 28, PRSH, 334, 2, 167.000000, ZIP, 3836, 8, 479.500000, 27, 28, 
195, 003000, 21, 22, PRSH, 0, 2, 0.000000, ZIP, 710, 8, 88.750000, 21, 22, 
196, 003000, 12, 30, PRSH, 5937, 2, 2968.500000, ZIP, 2903, 8, 362.875000, 12, 30, 
197, 003000, 29, 30, PRSH, 21, 2, 10.500000, ZIP, 269, 8, 33.625000, 29, 30, 
198, 003000, 26, 27, PRSH, 0, 2, 0.000000, ZIP, 230, 8, 28.750000, 26, 27, 
199, 003000, 28, 29, PRSH, 427, 2, 213.500000, ZIP, 4623, 8, 577.875000, 28, 29, 
