expid, time,best bid,best offer, type, balance, number of traders, profit per trader, type, balance, number of traders, profit per trader, best bid, best offer, 
73, 003000, 35, 37, PRSH, 3409, 6, 568.166667, ZIP, 6521, 4, 1630.250000, 35, 37, 
74, 003000, 39, 40, PRSH, 3995, 6, 665.833333, ZIP, 3595, 4, 898.750000, 39, 40, 
75, 003000, 38, 46, PRSH, 973, 6, 162.166667, ZIP, 7787, 4, 1946.750000, 38, 46, 
76, 003000, 32, 43, PRSH, 1148, 6, 191.333333, ZIP, 3262, 4, 815.500000, 32, 43, 
77, 003000, 29, 31, PRSH, 38, 6, 6.333333, ZIP, 332, 4, 83.000000, 29, 31, 
78, 003000, 41, 50, PRSH, 3711, 6, 618.500000, ZIP, 839, 4, 209.750000, 41, 50, 
79, 003000, 21, 40, PRSH, 1071, 6, 178.500000, ZIP, 6599, 4, 1649.750000, 21, 40, 
80, 003000, 29, 40, PRSH, 2910, 6, 485.000000, ZIP, 4230, 4, 1057.500000, 29, 40, 
81, 003000, 31, 35, PRSH, 213, 6, 35.500000, ZIP, 197, 4, 49.250000, 31, 35, 
82, 003000, 37, 40, PRSH, 2940, 6, 490.000000, ZIP, 3360, 4, 840.000000, 37, 40, 
83, 003000, 39, 40, PRSH, 2875, 6, 479.166667, ZIP, 6995, 4, 1748.750000, 39, 40, 
84, 003000, 39, 50, PRSH, 3289, 6, 548.166667, ZIP, 3111, 4, 777.750000, 39, 50, 
85, 003000, 29, 36, PRSH, 3615, 6, 602.500000, ZIP, 10515, 4, 2628.750000, 29, 36, 
86, 003000, 38, 39, PRSH, 483, 6, 80.500000, ZIP, 1807, 4, 451.750000, 38, 39, 
87, 003000, 29, 50, PRSH, 1276, 6, 212.666667, ZIP, 7564, 4, 1891.000000, 29, 50, 
88, 003000, 40, 44, PRSH, 6231, 6, 1038.500000, ZIP, 2399, 4, 599.750000, 40, 44, 
89, 003000, 29, 125, PRSH, 2775, 6, 462.500000, ZIP, 6635, 4, 1658.750000, 29, 125, 
90, 003000, 40, 41, PRSH, 386, 6, 64.333333, ZIP, 924, 4, 231.000000, 40, 41, 
91, 003000, 39, 43, PRSH, 3140, 6, 523.333333, ZIP, 11100, 4, 2775.000000, 39, 43, 
92, 003000, 49, 50, PRSH, 1265, 6, 210.833333, ZIP, 1165, 4, 291.250000, 49, 50, 
93, 003000, 35, 50, PRSH, 1119, 6, 186.500000, ZIP, 8051, 4, 2012.750000, 35, 50, 
94, 003000, 38, 39, PRSH, 454, 6, 75.666667, ZIP, 1356, 4, 339.000000, 38, 39, 
95, 003000, 28, 31, PRSH, 2514, 6, 419.000000, ZIP, 2456, 4, 614.000000, 28, 31, 
96, 003000, 38, 41, PRSH, 2638, 6, 439.666667, ZIP, 5732, 4, 1433.000000, 38, 41, 
97, 003000, 32, 40, PRSH, 2659, 6, 443.166667, ZIP, 4551, 4, 1137.750000, 32, 40, 
98, 003000, 38, 41, PRSH, 3201, 6, 533.500000, ZIP, 3549, 4, 887.250000, 38, 41, 
99, 003000, 33, 34, PRSH, 0, 6, 0.000000, ZIP, 1340, 4, 335.000000, 33, 34, 
100, 003000, 32, 33, PRSH, 1772, 4, 443.000000, ZIP, 9258, 6, 1543.000000, 32, 33, 
101, 003000, 33, 34, PRSH, 1489, 4, 372.250000, ZIP, 5591, 6, 931.833333, 33, 34, 
102, 003000, 29, 33, PRSH, 5861, 4, 1465.250000, ZIP, 9429, 6, 1571.500000, 29, 33, 
103, 003000, 19, 21, PRSH, 1295, 4, 323.750000, ZIP, 3225, 6, 537.500000, 19, 21, 
104, 003000, 39, 41, PRSH, 5548, 4, 1387.000000, ZIP, 5012, 6, 835.333333, 39, 41, 
105, 003000, 28, 50, PRSH, 5527, 4, 1381.750000, ZIP, 5593, 6, 932.166667, 28, 50, 
106, 003000, 29, 30, PRSH, 1975, 4, 493.750000, ZIP, 4865, 6, 810.833333, 29, 30, 
107, 003000, 33, 36, PRSH, 24, 4, 6.000000, ZIP, 666, 6, 111.000000, 33, 36, 
108, 003000, 33, 43, PRSH, 4605, 4, 1151.250000, ZIP, 6105, 6, 1017.500000, 33, 43, 
109, 003000, 29, 30, PRSH, 5689, 4, 1422.250000, ZIP, 2971, 6, 495.166667, 29, 30, 
110, 003000, 29, 30, PRSH, 7973, 4, 1993.250000, ZIP, 6507, 6, 1084.500000, 29, 30, 
111, 003000, 29, 40, PRSH, 8811, 4, 2202.750000, ZIP, 2119, 6, 353.166667, 29, 40, 
112, 003000, 35, 40, PRSH, 5315, 4, 1328.750000, ZIP, 2065, 6, 344.166667, 35, 40, 
113, 003000, 35, 40, PRSH, 3958, 4, 989.500000, ZIP, 3912, 6, 652.000000, 35, 40, 
114, 003000, 30, 31, PRSH, 4383, 4, 1095.750000, ZIP, 6207, 6, 1034.500000, 30, 31, 
115, 003000, 27, 36, PRSH, 4709, 4, 1177.250000, ZIP, 4631, 6, 771.833333, 27, 36, 
116, 003000, 20, 21, PRSH, 79, 4, 19.750000, ZIP, 331, 6, 55.166667, 20, 21, 
117, 003000, 22, 23, PRSH, 4302, 4, 1075.500000, ZIP, 3918, 6, 653.000000, 22, 23, 
118, 003000, 31, 32, PRSH, 4860, 4, 1215.000000, ZIP, 3050, 6, 508.333333, 31, 32, 
119, 003000, 21, 22, PRSH, 940, 4, 235.000000, ZIP, 2540, 6, 423.333333, 21, 22, 
120, 003000, 29, 30, PRSH, 5274, 4, 1318.500000, ZIP, 2136, 6, 356.000000, 29, 30, 
121, 003000, 32, 33, PRSH, 5526, 4, 1381.500000, ZIP, 4774, 6, 795.666667, 32, 33, 
122, 003000, 30, 32, PRSH, 215, 4, 53.750000, ZIP, 175, 6, 29.166667, 30, 32, 
123, 003000, 29, 30, PRSH, 0, 4, 0.000000, ZIP, 320, 6, 53.333333, 29, 30, 
124, 003000, 37, 38, PRSH, 3888, 4, 972.000000, ZIP, 7012, 6, 1168.666667, 37, 38, 
125, 003000, 30, 31, PRSH, 114, 4, 28.500000, ZIP, 196, 6, 32.666667, 30, 31, 
126, 003000, 29, 32, PRSH, 10991, 4, 2747.750000, ZIP, 2329, 6, 388.166667, 29, 32, 
127, 003000, 31, 32, PRSH, 14, 4, 3.500000, ZIP, 6466, 6, 1077.666667, 31, 32, 
128, 003000, 31, 35, PRSH, 4954, 4, 1238.500000, ZIP, 7936, 6, 1322.666667, 31, 35, 
129, 003000, 23, 27, PRSH, 6175, 4, 1543.750000, ZIP, 4735, 6, 789.166667, 23, 27, 
130, 003000, 24, 40, PRSH, 2825, 4, 706.250000, ZIP, 8435, 6, 1405.833333, 24, 40, 
131, 003000, 38, 50, PRSH, 1395, 4, 348.750000, ZIP, 4825, 6, 804.166667, 38, 50, 
132, 003000, 34, 35, PRSH, 5386, 4, 1346.500000, ZIP, 5454, 6, 909.000000, 34, 35, 
133, 003000, 37, 39, PRSH, 3470, 4, 867.500000, ZIP, 1660, 6, 276.666667, 37, 39, 
134, 003000, 29, 160, PRSH, 7033, 4, 1758.250000, ZIP, 3797, 6, 632.833333, 29, 160, 
135, 003000, 31, 32, PRSH, 1915, 4, 478.750000, ZIP, 4865, 6, 810.833333, 31, 32, 
136, 003000, 38, 39, PRSH, 2991, 4, 747.750000, ZIP, 7959, 6, 1326.500000, 38, 39, 
137, 003000, 31, 33, PRSH, 8, 4, 2.000000, ZIP, 352, 6, 58.666667, 31, 33, 
138, 003000, 39, 40, PRSH, 3668, 4, 917.000000, ZIP, 5772, 6, 962.000000, 39, 40, 
139, 003000, 27, 28, PRSH, 631, 4, 157.750000, ZIP, 4249, 6, 708.166667, 27, 28, 
140, 003000, 29, 30, PRSH, 1703, 4, 425.750000, ZIP, 8147, 6, 1357.833333, 29, 30, 
141, 003000, 32, 43, PRSH, 5161, 4, 1290.250000, ZIP, 4279, 6, 713.166667, 32, 43, 
142, 003000, 32, 40, PRSH, 2227, 4, 556.750000, ZIP, 4843, 6, 807.166667, 32, 40, 
143, 003000, 38, 39, PRSH, 3151, 4, 787.750000, ZIP, 1669, 6, 278.166667, 38, 39, 
144, 003000, 29, 30, PRSH, 3709, 4, 927.250000, ZIP, 6051, 6, 1008.500000, 29, 30, 
145, 003000, 19, 30, PRSH, 9198, 4, 2299.500000, ZIP, 1752, 6, 292.000000, 19, 30, 
146, 003000, 34, 36, PRSH, 3049, 4, 762.250000, ZIP, 4781, 6, 796.833333, 34, 36, 
147, 003000, 39, 40, PRSH, 3017, 4, 754.250000, ZIP, 4283, 6, 713.833333, 39, 40, 
148, 003000, 31, 33, PRSH, 4941, 4, 1235.250000, ZIP, 4069, 6, 678.166667, 31, 33, 
149, 003000, 39, 40, PRSH, 277, 4, 69.250000, ZIP, 5593, 6, 932.166667, 39, 40, 
150, 003000, 29, 31, PRSH, 10, 2, 5.000000, ZIP, 350, 8, 43.750000, 29, 31, 
151, 003000, 29, 30, PRSH, 5636, 2, 2818.000000, ZIP, 3194, 8, 399.250000, 29, 30, 
152, 003000, 33, 40, PRSH, 2252, 2, 1126.000000, ZIP, 5738, 8, 717.250000, 33, 40, 
153, 003000, 24, 25, PRSH, 2, 2, 1.000000, ZIP, 318, 8, 39.750000, 24, 25, 
154, 003000, 29, 30, PRSH, 3066, 2, 1533.000000, ZIP, 3684, 8, 460.500000, 29, 30, 
155, 003000, 29, 30, PRSH, 4900, 2, 2450.000000, ZIP, 5310, 8, 663.750000, 29, 30, 
156, 003000, 28, 29, PRSH, 6058, 2, 3029.000000, ZIP, 4162, 8, 520.250000, 28, 29, 
157, 003000, 20, 21, PRSH, 82, 2, 41.000000, ZIP, 468, 8, 58.500000, 20, 21, 
158, 003000, 24, 28, PRSH, 100, 2, 50.000000, ZIP, 260, 8, 32.500000, 24, 28, 
159, 003000, 24, 30, PRSH, 8781, 2, 4390.500000, ZIP, 2789, 8, 348.625000, 24, 30, 
160, 003000, 19, 20, PRSH, 0, 2, 0.000000, ZIP, 2670, 8, 333.750000, 19, 20, 
161, 003000, 26, 27, PRSH, 791, 2, 395.500000, ZIP, 3869, 8, 483.625000, 26, 27, 
162, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 680, 8, 85.000000, 25, 26, 
163, 003000, 30, 31, PRSH, 425, 2, 212.500000, ZIP, 1595, 8, 199.375000, 30, 31, 
164, 003000, 27, 28, PRSH, 0, 2, 0.000000, ZIP, 350, 8, 43.750000, 27, 28, 
165, 003000, 27, 28, PRSH, 6, 2, 3.000000, ZIP, 344, 8, 43.000000, 27, 28, 
166, 003000, 30, 31, PRSH, 5497, 2, 2748.500000, ZIP, 4653, 8, 581.625000, 30, 31, 
167, 003000, 26, 28, PRSH, 3863, 2, 1931.500000, ZIP, 3557, 8, 444.625000, 26, 28, 
168, 003000, 26, 28, PRSH, 2122, 2, 1061.000000, ZIP, 3088, 8, 386.000000, 26, 28, 
169, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 500, 8, 62.500000, 25, 26, 
170, 003000, 29, 30, PRSH, 0, 2, 0.000000, ZIP, 250, 8, 31.250000, 29, 30, 
171, 003000, 29, 30, PRSH, 5639, 2, 2819.500000, ZIP, 4811, 8, 601.375000, 29, 30, 
172, 003000, 29, 32, PRSH, 5515, 2, 2757.500000, ZIP, 4705, 8, 588.125000, 29, 32, 
173, 003000, 23, 24, PRSH, 0, 2, 0.000000, ZIP, 410, 8, 51.250000, 23, 24, 
174, 003000, 20, 21, PRSH, 2183, 2, 1091.500000, ZIP, 4297, 8, 537.125000, 20, 21, 
175, 003000, 18, 20, PRSH, 7500, 2, 3750.000000, ZIP, 2920, 8, 365.000000, 18, 20, 
176, 003000, 30, 31, PRSH, 0, 2, 0.000000, ZIP, 300, 8, 37.500000, 30, 31, 
177, 003000, 30, 31, PRSH, 11, 2, 5.500000, ZIP, 739, 8, 92.375000, 30, 31, 
178, 003000, 33, 34, PRSH, 9, 2, 4.500000, ZIP, 241, 8, 30.125000, 33, 34, 
179, 003000, 28, 35, PRSH, 4957, 2, 2478.500000, ZIP, 5323, 8, 665.375000, 28, 35, 
180, 003000, 26, 27, PRSH, 6369, 2, 3184.500000, ZIP, 3861, 8, 482.625000, 26, 27, 
181, 003000, 25, 26, PRSH, 0, 2, 0.000000, ZIP, 220, 8, 27.500000, 25, 26, 
182, 003000, 25, 35, PRSH, 3984, 2, 1992.000000, ZIP, 5026, 8, 628.250000, 25, 35, 
183, 003000, 28, 30, PRSH, 336, 2, 168.000000, ZIP, 3224, 8, 403.000000, 28, 30, 
184, 003000, 26, 29, PRSH, 5721, 2, 2860.500000, ZIP, 4279, 8, 534.875000, 26, 29, 
185, 003000, 27, 30, PRSH, 1555, 2, 777.500000, ZIP, 8475, 8, 1059.375000, 27, 30, 
186, 003000, 30, 40, PRSH, 8687, 2, 4343.500000, ZIP, 3473, 8, 434.125000, 30, 40, 
187, 003000, 19, 21, PRSH, 6280, 2, 3140.000000, ZIP, 3830, 8, 478.750000, 19, 21, 
188, 003000, 27, 40, PRSH, 1338, 2, 669.000000, ZIP, 5672, 8, 709.000000, 27, 40, 
189, 003000, 27, 29, PRSH, 4040, 2, 2020.000000, ZIP, 5970, 8, 746.250000, 27, 29, 
190, 003000, 20, 21, PRSH, 0, 2, 0.000000, ZIP, 530, 8, 66.250000, 20, 21, 
191, 003000, 26, 27, PRSH, 6742, 2, 3371.000000, ZIP, 3528, 8, 441.000000, 26, 27, 
192, 003000, 30, 31, PRSH, 1347, 2, 673.500000, ZIP, 6093, 8, 761.625000, 30, 31, 
193, 003000, 27, 28, PRSH, 0, 2, 0.000000, ZIP, 330, 8, 41.250000, 27, 28, 
194, 003000, 33, 34, PRSH, 49, 2, 24.500000, ZIP, 211, 8, 26.375000, 33, 34, 
195, 003000, 27, 40, PRSH, 1253, 2, 626.500000, ZIP, 7267, 8, 908.375000, 27, 40, 
196, 003000, 29, 31, PRSH, 98, 2, 49.000000, ZIP, 822, 8, 102.750000, 29, 31, 
197, 003000, 22, 23, PRSH, 0, 2, 0.000000, ZIP, 490, 8, 61.250000, 22, 23, 
198, 003000, 22, 23, PRSH, 187, 2, 93.500000, ZIP, 453, 8, 56.625000, 22, 23, 
199, 003000, 30, 32, PRSH, 5034, 2, 2517.000000, ZIP, 5356, 8, 669.500000, 30, 32, 
